,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,scenemonitor.csv,pustefix.csv,pamguard.csv,customsagetv.csv,clamav.csv,papertoolkit.csv,gss.csv,tango-cs.csv
checker-framework.csv,0.93,0.86,1.05,0.56,0.95,0.81,0.93,0.85,0.08,0.92,0.99,0.92,1.0,0.92,0.75,0.96,0.9,1.0,0.87,0.91
clamav.csv,0.95,0.58,1.0,0.68,0.88,0.72,0.61,0.89,0.63,0.61,0.96,0.66,0.6,0.68,0.58,0.79,0.0,1.03,0.71,0.69
customsagetv.csv,0.96,0.93,1.0,1.0,1.0,0.95,0.95,1.0,0.77,0.95,1.0,0.97,0.95,0.96,0.93,0.02,1.0,0.67,0.9,0.89
gss.csv,0.87,0.94,1.0,0.89,0.58,0.89,1.0,0.66,0.4,0.9,0.66,0.52,0.68,0.92,0.78,0.86,1.0,0.75,0.03,0.68
guineu.csv,0.04,0.78,0.83,0.89,0.76,1.0,0.96,0.56,0.91,0.76,0.83,0.99,0.95,0.75,0.89,0.74,0.76,1.0,0.75,0.6
inkscape.csv,0.93,0.8,1.0,0.77,0.79,0.87,0.03,0.96,0.77,0.71,0.82,0.68,0.87,0.92,0.95,0.96,0.85,0.67,0.91,0.96
mpqc.csv,0.7,0.76,0.69,0.74,0.87,0.05,0.91,0.81,0.84,0.85,0.94,0.83,0.84,0.89,0.74,0.57,0.77,0.85,0.98,0.72
nsis.csv,0.86,0.98,0.82,0.81,0.88,0.96,0.97,0.65,0.91,0.93,0.14,0.92,0.67,0.97,0.83,0.77,0.75,0.72,0.74,0.81
octave.csv,0.63,0.79,0.58,0.55,0.05,0.99,0.95,0.76,1.04,0.85,0.99,0.95,0.76,0.61,0.75,0.9,0.72,1.02,0.93,0.86
owfs.csv,0.7,0.91,0.93,0.18,0.76,0.98,0.89,0.85,0.79,0.68,0.98,0.87,0.81,0.83,0.76,0.74,0.95,1.0,0.73,0.63
owlib.csv,0.66,0.04,0.41,0.83,0.96,0.9,0.65,0.83,0.77,0.68,0.76,1.06,0.52,0.75,0.67,0.53,0.73,0.5,0.64,0.65
pamguard.csv,0.8,0.72,0.44,0.73,0.66,0.57,0.73,0.71,0.53,0.71,0.68,0.45,0.66,0.91,0.0,1.05,0.83,1.02,0.53,0.72
papertoolkit.csv,1.0,0.99,1.0,1.0,1.0,1.0,0.98,1.0,1.0,1.0,1.0,0.95,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.98
prelude.csv,1.0,0.98,0.0,0.89,0.99,0.97,0.88,0.83,0.75,0.86,0.92,0.69,0.88,0.9,0.97,0.93,0.89,0.9,0.95,0.97
pustefix.csv,0.85,0.95,0.74,0.83,0.91,0.97,1.0,0.8,0.96,0.99,0.98,1.0,0.8,0.04,0.83,0.7,0.53,1.01,0.95,0.83
robocode.csv,0.42,0.75,0.93,0.65,0.87,0.82,0.78,0.04,0.55,0.79,0.94,0.56,0.55,0.76,0.64,0.62,0.81,0.74,0.61,0.63
scenemonitor.csv,0.71,0.69,0.56,0.64,0.49,0.83,0.57,0.66,0.96,0.67,0.82,0.5,0.06,0.58,0.63,0.74,0.8,0.62,0.62,0.71
tango-cs.csv,0.86,0.83,0.98,0.75,0.98,0.68,0.85,0.79,0.59,0.76,0.76,0.71,0.9,0.84,0.81,0.88,0.85,0.68,0.8,0.05
uwom-server.csv,0.65,0.86,0.93,0.75,0.74,1.02,0.87,0.78,1.01,0.09,0.95,0.93,0.89,0.81,0.82,0.65,0.81,1.0,0.91,0.91
zengine.csv,0.97,0.92,1.0,0.87,0.48,0.77,0.75,0.61,0.46,0.67,0.71,0.03,0.54,0.67,0.95,0.89,0.53,0.72,0.74,0.83
