,guineu.csv,owlib.csv,prelude.csv,owfs.csv,octave.csv,mpqc.csv,inkscape.csv,robocode.csv,checker-framework.csv,uwom-server.csv,nsis.csv,zengine.csv,scenemonitor.csv,pustefix.csv,pamguard.csv,customsagetv.csv,clamav.csv,papertoolkit.csv,gss.csv,tango-cs.csv
checker-framework.csv,0.08,0.15,0.24,0.45,0.05,0.2,0.07,0.17,0.92,0.09,0.01,0.08,0.0,0.09,0.27,0.04,0.1,0.0,0.13,0.11
clamav.csv,0.08,0.54,0.0,0.45,0.14,0.35,0.44,0.13,0.46,0.61,0.36,0.34,0.45,0.35,0.53,0.29,1.0,0.0,0.33,0.42
customsagetv.csv,0.04,0.07,0.0,0.0,0.0,0.05,0.05,0.0,0.23,0.05,0.0,0.03,0.05,0.04,0.08,0.98,0.0,0.33,0.1,0.11
gss.csv,0.88,0.97,1.0,0.73,0.86,0.9,0.91,0.61,0.77,0.96,0.67,0.87,0.35,0.96,0.8,0.44,0.95,0.33,0.97,0.51
guineu.csv,0.96,0.22,0.17,0.18,0.27,0.05,0.05,0.48,0.15,0.27,0.22,0.11,0.05,0.26,0.12,0.27,0.25,0.0,0.27,0.64
inkscape.csv,0.15,0.21,0.0,0.27,0.27,0.2,1.0,0.04,0.23,0.32,0.23,0.37,0.15,0.09,0.05,0.06,0.15,0.33,0.1,0.04
mpqc.csv,0.31,0.26,0.57,0.36,0.27,0.95,0.12,0.61,0.69,0.2,0.06,0.34,0.7,0.13,0.39,0.92,0.35,0.67,0.37,0.76
nsis.csv,0.77,0.95,0.93,0.91,0.91,0.95,0.98,0.7,0.62,0.93,1.0,0.92,0.75,0.83,0.86,0.85,0.95,1.0,0.77,0.42
octave.csv,0.58,0.21,0.43,0.73,0.95,0.05,0.07,0.74,0.38,0.18,0.02,0.05,0.45,0.48,0.53,0.83,0.3,0.33,0.53,0.82
owfs.csv,0.35,0.09,0.07,0.82,0.27,0.05,0.12,0.17,0.23,0.34,0.12,0.13,0.2,0.17,0.25,0.27,0.05,0.0,0.27,0.49
owlib.csv,0.54,0.97,0.81,0.73,0.82,0.25,0.47,0.74,0.85,0.73,0.74,0.47,0.5,0.61,0.66,0.73,0.6,0.67,0.6,0.82
pamguard.csv,0.65,0.47,0.57,0.64,0.5,0.65,0.67,0.43,0.77,0.48,0.38,0.63,0.35,0.3,1.0,0.13,0.25,0.0,0.53,0.33
papertoolkit.csv,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.02
prelude.csv,1.0,0.99,1.0,0.91,1.0,0.9,0.98,0.91,1.0,1.0,0.66,0.84,0.95,0.96,0.95,0.94,0.95,1.0,1.0,0.96
pustefix.csv,0.15,0.05,0.26,0.27,0.09,0.05,0.0,0.22,0.15,0.02,0.02,0.0,0.35,0.96,0.17,0.33,0.55,0.0,0.07,0.22
robocode.csv,0.69,0.26,0.07,0.45,0.14,0.2,0.23,0.96,0.62,0.29,0.07,0.45,0.5,0.3,0.47,0.48,0.2,0.33,0.5,0.76
scenemonitor.csv,0.77,0.65,0.45,0.73,0.73,0.3,0.67,0.61,0.62,0.55,0.3,0.5,0.95,0.57,0.59,0.88,0.2,1.0,0.57,0.58
tango-cs.csv,0.15,0.17,0.02,0.27,0.05,0.65,0.21,0.22,0.62,0.29,0.37,0.42,0.1,0.17,0.2,0.19,0.15,0.33,0.2,0.96
uwom-server.csv,0.46,0.15,0.07,0.27,0.32,0.05,0.14,0.7,0.62,0.91,0.09,0.11,0.85,0.39,0.58,0.85,0.2,0.33,0.67,0.64
zengine.csv,0.92,0.94,1.0,0.91,0.73,0.75,0.93,0.78,0.69,0.86,0.58,0.97,0.9,0.7,0.88,0.65,0.55,1.0,0.77,0.91
