,adaptagrams.csv,go.csv,bibedt.csv,moving-pictures.csv,libmesh.csv,glelite.csv,fulguro.csv
adaptagrams.csv,0.76,0.86,0.44,0.46,0.28,1.0,0.25
bibedt.csv,0.57,0.84,0.44,0.39,0.42,0.97,0.1
fulguro.csv,0.58,0.0,0.18,0.5,0.27,0.98,0.22
glelite.csv,0.52,0.65,0.17,0.44,0.33,1.0,0.15
go.csv,0.6,0.87,0.23,0.5,0.38,0.99,0.1
libmesh.csv,0.0,0.54,0.29,0.43,0.53,0.0,0.08
moving-pictures.csv,0.67,0.89,0.29,0.71,0.26,1.0,0.15
