,adaptagrams.csv,go.csv,bibedt.csv,moving-pictures.csv,libmesh.csv,glelite.csv,fulguro.csv
adaptagrams.csv,0.29,0.09,0.12,0.23,0.46,0.0,0.19
bibedt.csv,0.71,0.18,0.22,0.35,0.3,0.67,0.76
fulguro.csv,0.67,0.0,1.0,0.81,0.52,1.0,0.27
glelite.csv,1.0,0.93,0.98,0.97,0.91,0.0,0.66
go.csv,0.71,0.2,0.83,0.29,0.52,0.33,0.9
libmesh.csv,0.0,0.4,0.12,0.87,0.35,0.0,0.58
moving-pictures.csv,0.38,0.04,0.29,0.23,0.5,0.0,0.49
