,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,iaml.csv,cubefs.csv,xcmetadataservicestoolkit.csv,arm-webradio.csv,gisgraphy.csv
arm-webradio.csv,198.0,364.5,98.5,196.5,714.0,99.0,93.5,196.0,190.0,98.5,43.5
crisscross.csv,198.0,1824.0,304.0,99.0,659.5,99.0,99.0,87.5,194.0,98.5,782.5
cubefs.csv,97.5,1824.0,98.5,99.0,183.0,99.0,99.0,194.0,191.0,98.5,1036.0
gisgraphy.csv,189.0,0.0,407.0,196.5,154.0,98.5,93.5,196.0,56.5,120.0,74.5
iaml.csv,198.0,465.5,98.5,194.0,89.5,99.0,193.0,94.5,89.5,98.5,704.0
ivataopenportal.csv,198.0,1824.0,98.5,99.0,659.5,99.0,99.0,197.0,194.0,98.5,979.5
mb-unit.csv,198.0,387.5,359.0,297.0,659.5,99.0,99.0,95.5,194.0,98.5,1235.0
mvdsv.csv,178.0,955.0,0.0,98.5,180.0,63.0,98.5,98.5,86.5,103.0,74.5
nova.csv,99.0,65.5,381.5,198.0,1720.0,99.0,99.0,194.0,87.5,98.5,533.0
openwbem.csv,98.5,115.0,214.5,297.0,1103.0,393.0,96.5,98.5,190.0,98.5,344.0
xcmetadataservicestoolkit.csv,99.0,1824.0,2539.5,99.0,566.0,99.0,99.0,88.5,194.0,98.5,1155.5
