,swtfox.csv,mediate.csv,e-bio-flow.csv,jaxlib.csv,chaperon.csv,azureus.csv,jppf-project.csv,exist.csv,matrex.csv,pokenetonline.csv,freedom-erp.csv,octet.csv,geotools.csv,reaper3d.csv,bigdata.csv,simplewebservices.csv,nunit.csv,stajistics.csv
azureus.csv,0.45,0.58,0.54,0.09,0.15,0.64,0.92,0.48,0.63,0.81,0.73,0.2,0.5,0.19,0.92,0.59,0.35,0.46
bigdata.csv,0.32,0.47,0.56,0.0,0.0,0.22,0.78,0.44,0.32,0.22,0.43,0.14,0.4,0.18,0.84,0.41,0.43,0.24
chaperon.csv,0.34,0.6,0.24,0.0,0.67,0.31,0.73,0.63,0.05,0.34,0.0,0.2,0.29,0.17,0.58,0.33,0.38,0.34
e-bio-flow.csv,0.31,0.43,0.65,0.15,0.0,0.23,0.69,0.32,0.05,0.39,0.67,0.08,0.44,0.16,0.87,0.55,0.35,0.55
exist.csv,0.58,0.71,0.52,0.09,0.12,0.35,0.78,0.78,0.6,0.8,0.74,0.16,0.46,0.15,0.54,0.55,0.34,0.48
freedom-erp.csv,0.09,0.0,0.47,0.07,0.0,0.26,0.55,0.13,0.0,0.03,0.77,0.4,0.25,0.0,0.24,0.0,0.09,0.0
geotools.csv,0.52,0.57,0.44,0.05,0.0,0.49,0.56,0.73,0.58,0.8,0.68,0.32,0.51,0.15,0.57,0.42,0.36,0.57
jaxlib.csv,0.52,0.6,0.26,0.67,0.1,0.37,0.1,0.21,0.5,0.71,0.07,0.15,0.34,0.08,0.5,0.5,0.2,0.38
jppf-project.csv,0.54,0.7,0.59,0.05,0.09,0.4,0.83,0.51,0.65,0.78,0.75,0.2,0.39,0.09,0.71,0.59,0.19,0.41
matrex.csv,0.21,0.67,0.38,0.13,0.33,0.48,0.53,0.1,0.83,0.32,0.48,0.36,0.27,0.0,0.2,0.4,0.25,0.33
mediate.csv,0.39,0.71,0.42,0.09,0.2,0.41,0.76,0.65,0.66,0.61,0.64,0.22,0.32,0.13,0.9,0.47,0.35,0.41
nunit.csv,0.19,0.61,0.36,0.09,0.0,0.16,0.31,0.64,0.0,0.5,0.09,0.21,0.24,0.12,0.56,0.52,0.47,0.48
octet.csv,0.38,0.72,0.47,0.0,0.08,0.34,0.68,0.63,0.65,0.41,0.76,0.48,0.41,0.22,0.65,0.59,0.36,0.44
pokenetonline.csv,0.47,0.69,0.53,0.08,0.12,0.41,0.95,0.72,0.64,0.81,0.73,0.24,0.45,0.12,0.93,0.59,0.37,0.51
reaper3d.csv,0.32,0.18,0.42,0.0,0.16,0.33,0.19,0.55,0.54,0.34,0.69,0.17,0.2,0.27,0.39,0.35,0.16,0.24
simplewebservices.csv,0.38,0.65,0.5,0.08,0.18,0.33,0.91,0.69,0.46,0.83,0.73,0.32,0.46,0.12,0.88,0.62,0.41,0.49
stajistics.csv,0.33,0.67,0.55,0.08,0.26,0.4,0.94,0.72,0.57,0.82,0.74,0.29,0.51,0.12,0.84,0.46,0.42,0.55
swtfox.csv,0.62,0.57,0.38,0.11,0.12,0.28,0.66,0.57,0.44,0.66,0.08,0.21,0.37,0.13,0.8,0.54,0.33,0.45
