,swtfox.csv,mediate.csv,e-bio-flow.csv,jaxlib.csv,chaperon.csv,azureus.csv,jppf-project.csv,exist.csv,matrex.csv,pokenetonline.csv,freedom-erp.csv,octet.csv,geotools.csv,reaper3d.csv,bigdata.csv,simplewebservices.csv,nunit.csv,stajistics.csv
azureus.csv,0.85,0.56,1.0,0.83,0.75,0.33,0.76,0.67,0.56,0.48,1.0,0.93,0.74,0.59,0.87,0.99,0.97,0.88
bigdata.csv,0.83,0.67,0.51,1.11,1.02,0.85,0.6,0.71,0.82,0.89,0.71,0.87,0.64,0.6,0.52,0.78,0.54,0.84
chaperon.csv,0.78,0.86,0.85,1.18,0.08,0.75,0.85,0.63,0.97,0.85,1.0,0.86,0.78,0.6,0.8,0.78,0.58,0.72
e-bio-flow.csv,0.84,0.73,0.4,0.54,1.15,0.86,0.77,0.82,0.98,0.75,0.7,0.92,0.59,0.64,0.64,0.61,0.62,0.54
exist.csv,0.85,1.0,1.0,0.9,0.91,0.71,0.82,0.36,1.0,0.92,0.87,1.04,0.78,0.88,0.67,0.99,0.94,0.9
freedom-erp.csv,1.0,1.0,0.64,0.72,1.0,0.82,0.66,0.93,1.0,0.98,0.37,0.71,0.82,1.0,0.87,1.0,0.95,1.0
geotools.csv,0.83,0.69,0.9,0.88,1.11,0.5,0.65,0.86,0.69,0.55,0.64,0.6,0.5,0.81,0.68,0.7,0.66,0.45
jaxlib.csv,0.56,0.78,0.83,0.04,0.88,0.66,0.95,0.88,0.65,0.77,0.97,0.79,0.8,0.89,0.71,0.79,0.82,0.88
jppf-project.csv,0.77,0.97,0.57,0.97,0.94,0.89,0.31,0.76,0.9,0.93,0.79,0.78,0.77,0.86,0.8,0.98,0.92,0.67
matrex.csv,0.87,0.51,0.71,0.56,0.75,0.51,0.68,0.95,0.23,0.8,0.67,0.72,0.79,1.0,0.91,0.74,0.79,0.75
mediate.csv,0.72,0.55,0.89,0.88,0.58,0.81,0.83,0.58,0.83,0.62,0.83,0.67,0.75,0.79,0.95,0.72,0.72,0.74
nunit.csv,0.89,0.57,0.8,0.64,1.01,0.9,0.82,0.65,1.0,0.71,0.95,0.74,0.82,0.78,0.67,0.71,0.47,0.56
octet.csv,0.87,1.0,0.75,1.3,0.85,0.69,0.68,0.83,0.76,0.74,0.83,0.34,0.63,0.56,0.67,0.99,0.62,0.65
pokenetonline.csv,1.02,0.84,0.96,1.0,0.95,0.99,1.0,1.0,0.94,0.35,1.0,0.74,0.92,0.99,1.0,0.99,0.8,0.67
reaper3d.csv,0.78,0.9,0.74,1.02,0.64,0.71,0.9,0.61,0.6,0.8,0.69,0.83,0.86,0.39,0.81,0.75,0.91,0.83
simplewebservices.csv,0.94,0.86,0.61,0.96,0.62,0.98,1.0,0.48,0.87,0.96,0.99,0.51,0.68,0.98,0.87,0.47,0.53,0.6
stajistics.csv,1.01,0.68,0.68,1.0,0.48,0.67,1.0,1.0,0.73,0.76,0.97,0.54,0.63,0.77,0.78,0.7,0.54,0.47
swtfox.csv,0.45,0.96,0.72,0.6,0.74,0.87,0.99,0.81,1.03,0.81,0.98,0.68,0.75,0.84,0.8,0.69,0.67,0.83
