,brlcad.csv,jmri.csv,critterding.csv,popeye-chess.csv,alpine.csv,yarp.csv,nabu-library.csv,biodwh.csv
alpine.csv,0.13,0.15,0.05,0.36,0.96,0.0,0.2,0.3
biodwh.csv,0.01,0.28,0.0,0.0,0.13,0.14,0.12,0.96
brlcad.csv,0.98,0.58,0.55,0.57,0.14,0.55,0.6,0.24
critterding.csv,0.28,0.42,1.0,0.39,0.1,0.42,0.41,0.48
jmri.csv,0.37,0.99,0.51,0.54,0.15,0.56,0.43,0.21
nabu-library.csv,0.15,0.55,0.45,0.67,0.12,0.39,1.0,0.3
popeye-chess.csv,0.37,0.45,0.57,0.97,0.18,0.5,0.58,0.3
yarp.csv,0.28,0.39,0.27,0.34,0.19,0.98,0.09,0.23
