,prelude.csv,trackit.csv,scite-ru.csv,gbif-indexingtoolkit.csv,co-ode-owl-plugins.csv,bl-toolkit.csv,gnukeda.csv,qlc.csv,yaprm.csv,aztec.csv,pamguard.csv,motu.csv,qdvdauthor.csv,oscarmcmaster.csv,tencompetence.csv,arm-webradio.csv
arm-webradio.csv,0.86,0.7,0.95,0.69,0.9,0.68,0.69,0.56,0.7,0.88,0.95,0.5,0.72,0.7,1.01,0.06
aztec.csv,0.98,0.84,0.91,0.88,0.8,0.96,1.0,1.0,1.0,0.17,0.76,0.95,0.83,0.76,0.84,0.69
bl-toolkit.csv,0.51,0.6,0.76,0.75,0.62,0.05,0.56,0.62,0.83,0.73,0.82,0.44,0.67,0.64,0.59,0.88
co-ode-owl-plugins.csv,0.98,0.95,1.0,0.64,0.06,0.95,0.83,0.95,0.87,1.0,0.88,1.0,0.86,0.88,0.97,0.8
gbif-indexingtoolkit.csv,1.0,0.86,0.82,0.0,0.87,0.84,0.76,0.92,0.91,0.64,0.62,0.56,0.86,0.75,0.75,0.98
gnukeda.csv,0.51,0.79,0.77,0.75,0.92,0.62,0.0,0.76,0.75,0.86,0.93,0.57,0.74,0.73,0.86,0.65
motu.csv,0.47,0.94,0.91,0.83,0.95,0.77,1.0,1.0,0.98,0.83,0.9,0.0,0.97,0.86,0.98,0.94
oscarmcmaster.csv,0.93,0.94,1.01,0.93,0.95,0.77,0.95,1.0,0.98,1.0,0.88,0.93,0.95,0.04,0.94,0.25
pamguard.csv,0.85,0.8,0.75,0.53,0.87,0.7,0.62,0.85,0.83,0.4,0.02,0.76,0.81,0.62,0.8,0.99
prelude.csv,0.02,0.72,0.83,0.79,0.91,0.96,0.82,0.76,0.98,0.93,0.95,0.76,0.8,0.9,0.64,0.95
qdvdauthor.csv,0.81,0.86,0.69,1.0,0.79,0.78,0.83,0.67,0.64,0.72,0.67,1.02,0.05,0.84,0.91,0.72
qlc.csv,0.97,1.0,0.75,1.0,1.01,0.93,0.74,0.11,0.97,0.97,0.82,0.93,0.77,0.87,0.98,1.02
scite-ru.csv,1.0,0.66,0.09,0.98,0.41,0.95,0.97,0.77,0.82,0.98,0.92,0.8,0.9,0.63,0.82,1.0
tencompetence.csv,0.72,0.81,0.86,0.85,0.98,0.8,0.83,0.84,0.77,1.0,0.75,0.93,0.75,0.77,0.0,0.91
trackit.csv,0.95,0.07,0.72,0.8,0.42,0.55,0.63,0.6,0.53,0.31,0.71,0.5,0.63,0.6,0.89,0.52
yaprm.csv,0.93,0.92,0.77,0.76,0.9,0.9,0.74,0.77,0.03,0.82,0.69,0.79,0.73,0.76,0.81,0.64
