,fbmanager.csv,scen-connect.csv,wxlua.csv,officefloor.csv,stuproa-cims.csv,tart.csv,ontopia.csv,jgossipforum.csv,powerfolder.csv,madman.csv,power-architect.csv,hannosset.csv,bzbyte.csv,mediaportal.csv,poormans.csv,fleet-simulator.csv,ninject.csv,jruby.csv,hydrate.csv,uface.csv
bzbyte.csv,0.69,0.03,0.12,0.0,0.42,0.1,0.61,0.02,0.08,0.25,0.51,0.15,0.84,0.0,0.35,0.8,0.18,0.69,0.72,0.76
fbmanager.csv,0.75,0.1,0.0,0.0,0.45,0.0,0.05,0.08,0.22,0.3,0.23,0.16,0.54,0.0,0.47,0.5,0.2,0.25,0.35,0.72
fleet-simulator.csv,0.6,0.08,0.91,0.07,0.41,0.12,0.88,0.06,0.07,0.25,0.87,0.15,0.76,0.34,0.44,0.98,0.16,0.74,0.78,0.85
hannosset.csv,0.15,0.0,0.22,0.08,0.03,0.0,0.51,0.0,0.1,0.42,0.25,0.4,0.31,0.04,0.07,0.5,0.11,0.24,0.37,0.71
hydrate.csv,0.65,0.14,0.39,0.09,0.36,0.12,0.82,0.07,0.14,0.35,0.86,0.1,0.72,0.36,0.47,0.85,0.36,0.63,0.76,0.6
jgossipforum.csv,0.63,0.0,0.15,0.07,0.34,0.12,0.74,0.4,0.12,0.46,0.3,0.0,0.67,0.38,0.35,0.65,0.0,0.38,0.26,0.13
jruby.csv,0.19,0.0,0.35,0.09,0.2,0.07,0.76,0.0,0.0,0.29,0.69,0.33,0.0,0.26,0.29,0.86,0.16,0.82,0.67,0.63
madman.csv,0.38,0.1,0.42,0.07,0.34,0.21,0.54,0.05,0.12,0.55,0.25,0.22,0.45,0.35,0.13,0.58,0.15,0.17,0.62,0.41
mediaportal.csv,0.11,0.0,0.29,0.11,0.22,0.14,0.23,0.0,0.15,0.4,0.54,0.17,0.3,0.43,0.46,0.58,0.29,0.45,0.67,0.58
ninject.csv,0.48,0.18,0.73,0.04,0.37,0.06,0.48,0.03,0.08,0.16,0.42,0.0,0.55,0.22,0.16,0.32,0.53,0.28,0.49,0.48
officefloor.csv,0.29,0.0,0.24,0.12,0.36,0.16,0.5,0.14,0.06,0.35,0.56,0.15,0.4,0.39,0.55,0.71,0.22,0.55,0.46,0.41
ontopia.csv,0.67,0.03,0.89,0.07,0.15,0.1,0.86,0.18,0.0,0.28,0.68,0.12,0.77,0.34,0.5,0.8,0.0,0.33,0.68,0.42
poormans.csv,0.16,0.5,0.2,0.15,0.16,0.0,0.16,0.1,0.25,0.15,0.38,0.0,0.24,0.36,0.65,0.04,0.29,0.28,0.63,0.14
power-architect.csv,0.68,0.03,0.96,0.06,0.39,0.1,0.68,0.03,0.06,0.25,0.87,0.15,0.85,0.3,0.35,0.87,0.22,0.87,0.78,0.76
powerfolder.csv,0.63,0.0,0.22,0.09,0.28,0.12,0.57,0.05,0.45,0.5,0.28,0.13,0.57,0.31,0.35,0.55,0.07,0.79,0.26,0.44
stuproa-cims.csv,0.16,0.17,0.02,0.11,0.57,0.0,0.31,0.03,0.17,0.31,0.43,0.25,0.07,0.39,0.36,0.07,0.16,0.51,0.69,0.76
tart.csv,0.53,0.0,0.79,0.04,0.47,0.29,0.24,0.04,0.0,0.31,0.51,0.08,0.7,0.3,0.35,0.5,0.25,0.33,0.53,0.27
uface.csv,0.69,0.05,0.83,0.05,0.39,0.11,0.69,0.07,0.1,0.32,0.79,0.16,0.84,0.36,0.43,0.48,0.2,0.88,0.78,0.96
wxlua.csv,0.63,0.07,0.92,0.0,0.04,0.12,0.57,0.06,0.32,0.35,0.47,0.15,0.71,0.17,0.23,0.21,0.17,0.33,0.42,0.27
