,fbmanager.csv,scen-connect.csv,wxlua.csv,officefloor.csv,stuproa-cims.csv,tart.csv,ontopia.csv,jgossipforum.csv,powerfolder.csv,madman.csv,power-architect.csv,hannosset.csv,bzbyte.csv,mediaportal.csv,poormans.csv,fleet-simulator.csv,ninject.csv,jruby.csv,hydrate.csv,uface.csv
bzbyte.csv,1.0,0.97,0.96,1.0,0.87,0.79,0.99,0.96,0.98,0.98,0.65,0.96,0.43,1.0,0.76,1.03,0.82,0.8,1.01,0.93
fbmanager.csv,0.35,0.31,1.0,1.0,0.61,1.0,0.98,0.49,0.3,0.55,0.87,0.79,0.64,1.0,0.51,0.67,0.71,0.86,0.79,0.42
fleet-simulator.csv,0.96,0.38,1.0,0.7,0.82,0.83,1.0,0.62,0.85,0.98,1.0,0.99,0.72,0.89,0.66,0.04,0.77,0.81,0.9,0.51
hannosset.csv,0.92,1.01,0.91,0.92,0.98,1.03,0.68,1.0,0.81,0.52,0.85,0.26,0.82,0.98,0.96,0.67,0.79,0.88,0.91,0.58
hydrate.csv,0.49,0.2,0.79,0.48,0.74,0.62,0.88,0.52,0.44,0.48,1.0,0.81,0.61,0.69,0.49,0.26,0.6,0.73,0.42,0.56
jgossipforum.csv,0.5,1.01,0.93,0.78,0.69,0.64,0.67,0.07,0.63,0.35,0.98,1.08,0.69,0.56,0.69,0.52,1.0,0.8,0.85,0.93
jruby.csv,0.9,1.14,0.79,0.82,0.85,0.84,0.55,1.01,1.17,0.66,0.75,0.39,1.0,0.74,0.75,0.24,0.66,0.54,0.84,0.54
madman.csv,0.75,0.3,0.77,0.59,0.74,0.61,0.65,0.7,0.54,0.3,0.85,0.68,0.71,0.64,0.91,0.59,0.71,0.91,0.55,0.76
mediaportal.csv,0.94,1.0,0.83,0.45,0.87,0.64,0.87,1.0,0.8,0.63,0.65,0.7,0.82,0.49,0.5,0.59,0.61,0.78,0.67,0.59
ninject.csv,0.66,0.15,0.84,0.83,0.72,0.87,0.83,0.86,0.7,0.81,0.74,1.03,0.67,0.78,0.89,1.27,0.16,0.84,0.71,0.71
officefloor.csv,0.83,1.0,0.86,0.42,0.73,0.63,0.77,0.3,0.84,0.55,0.68,0.68,0.82,0.52,0.35,0.44,0.8,0.82,0.7,0.73
ontopia.csv,0.48,0.98,1.01,0.63,0.91,0.83,0.31,0.42,1.02,0.86,0.93,0.86,0.81,0.6,0.52,0.91,1.0,0.82,0.7,0.72
poormans.csv,0.91,0.03,0.9,0.52,0.91,1.01,0.95,0.8,0.42,0.88,0.86,1.01,0.87,0.61,0.28,0.98,0.8,0.85,0.55,0.93
power-architect.csv,0.97,1.0,1.0,0.9,0.66,0.99,0.89,0.81,0.84,0.96,0.25,1.0,1.0,0.94,0.8,1.01,0.53,0.96,1.0,0.53
powerfolder.csv,0.54,1.02,0.88,0.7,0.82,0.63,0.76,0.68,0.1,0.29,0.85,0.74,0.65,0.69,0.66,0.62,0.9,0.6,0.85,0.77
stuproa-cims.csv,0.91,0.16,1.0,0.51,0.42,1.0,0.88,0.84,0.62,0.75,0.89,0.83,0.96,0.56,0.71,0.96,0.79,0.74,0.58,0.52
tart.csv,0.65,1.0,0.5,0.79,0.58,0.27,0.9,0.73,1.01,0.58,0.84,0.9,0.89,0.66,0.71,0.67,0.49,0.85,0.66,0.86
uface.csv,0.64,0.64,0.79,0.99,0.72,0.76,0.65,0.58,0.76,0.6,0.95,0.77,0.89,0.77,0.71,0.69,0.73,0.9,0.74,0.07
wxlua.csv,0.65,0.44,0.63,1.0,0.98,0.66,0.68,0.56,0.17,0.48,0.73,0.73,0.66,0.84,0.86,1.23,0.89,0.82,0.82,0.85
