,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,0.4,0.51,0.31,0.39,0.38,0.5,0.41,0.34,0.3,0.34,0.44,0.36,0.29,0.4
carabiner.csv,0.49,0.0,0.37,0.41,0.53,0.62,0.33,0.69,0.38,0.75,0.51,0.89,0.69,0.0
elvishrayrenderer.csv,0.46,0.67,0.38,0.47,0.47,0.87,0.38,0.45,0.44,0.64,0.52,0.43,0.44,0.75
fleet-simulator.csv,0.4,0.42,0.29,0.32,0.32,0.39,0.52,0.37,0.3,0.37,0.4,0.41,0.37,0.45
gmerlin.csv,0.69,0.64,0.77,0.57,0.46,0.93,0.64,0.63,0.61,0.5,0.63,0.62,0.47,0.67
gnome-jabber.csv,0.48,0.4,0.34,0.38,0.35,0.42,0.52,0.38,0.33,0.38,0.47,0.44,0.36,0.44
ipfilter.csv,0.42,0.86,0.35,0.36,0.34,0.47,0.55,0.64,0.37,0.43,0.5,0.51,0.42,0.57
irplus.csv,0.94,0.83,0.91,0.62,0.56,0.95,0.63,0.47,0.65,0.42,0.74,0.5,0.73,0.5
mevenide.csv,0.96,0.5,0.68,0.67,0.5,0.8,0.67,0.81,0.5,0.75,0.83,0.75,0.69,0.5
moving-pictures.csv,0.75,0.72,0.52,0.53,0.5,0.74,0.86,0.38,0.83,0.59,0.7,0.46,0.57,0.58
opensim4opencog.csv,0.95,0.5,0.83,0.57,0.86,0.83,0.55,0.92,0.67,0.68,0.75,0.57,0.8,0.67
rockbox.csv,0.71,0.57,0.61,0.53,0.75,0.6,0.46,0.55,0.46,0.46,0.61,0.45,0.73,0.47
ta3d.csv,0.47,0.41,0.37,0.45,0.47,0.4,0.75,0.38,0.34,0.36,0.48,0.43,0.38,0.38
xcmetadataservicestoolkit.csv,0.47,0.8,0.38,0.45,0.4,0.62,0.42,0.44,0.42,0.32,0.67,0.34,0.55,0.86
