,jmoney.csv,array4j.csv,dxengine.csv,jsidplay2.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,jmonkeyengine.csv,e-bio-flow.csv,tmva.csv,joustsim.csv,reaper3d.csv,jchassis.csv,chaosrts.csv,thedata.csv
array4j.csv,0.83,0.93,0.0,0.8,0.94,0.65,0.98,0.88,0.8,0.83,0.75,0.75,0.9,0.75,0.95,0.88
chaosrts.csv,0.3,0.42,0.41,0.42,0.5,0.37,0.39,0.41,0.33,0.33,0.45,0.47,0.4,0.45,0.41,0.36
dxengine.csv,0.64,0.88,0.54,0.52,0.58,0.76,0.98,0.88,0.67,0.6,0.71,0.69,0.77,0.83,0.66,0.89
e-bio-flow.csv,0.86,0.83,0.9,0.91,0.95,0.67,0.98,0.92,0.86,0.62,0.97,0.83,0.92,0.0,0.94,0.79
jbpm.csv,0.69,0.88,0.8,0.88,0.9,0.8,0.98,0.8,0.93,0.83,0.94,0.75,0.0,0.0,0.95,0.93
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
jmoney.csv,0.5,0.86,0.5,0.56,0.92,0.81,0.64,0.74,0.56,0.52,0.92,0.42,0.78,0.67,0.51,0.69
jmonkeyengine.csv,0.92,0.83,0.91,0.92,0.9,0.8,0.92,0.9,0.78,0.94,0.98,0.91,0.94,0.96,0.94,0.91
joustsim.csv,0.83,0.62,0.38,0.55,0.83,0.67,0.98,0.54,0.5,0.47,0.47,0.82,0.45,0.8,0.85,0.88
jsidplay2.csv,0.35,0.53,0.74,0.4,0.54,0.39,0.45,0.55,0.37,0.45,0.85,0.48,0.47,0.46,0.42,0.33
log4net.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
piccolo2d.csv,0.53,0.43,0.0,0.5,0.8,0.91,0.76,0.86,0.5,0.74,0.67,0.91,0.5,0.0,0.57,0.0
reaper3d.csv,0.47,0.48,0.0,0.53,0.64,0.68,0.59,0.61,0.78,0.9,0.0,0.57,0.88,0.57,0.9,0.68
sblim.csv,0.0,0.86,0.0,0.75,0.77,0.9,0.92,0.92,0.75,0.8,0.0,0.67,0.67,0.0,0.81,0.8
thedata.csv,0.83,0.92,0.5,0.94,0.92,0.69,0.83,0.74,0.92,0.83,0.0,0.88,0.67,0.92,0.84,0.75
tmva.csv,0.78,0.44,0.49,0.53,0.5,0.4,0.42,0.46,0.37,0.43,0.53,0.47,0.41,0.51,0.37,0.37
