,rhex.csv,qgo.csv,firebird.csv,applet2app.csv,yield.csv,cities3d.csv,hydrogen.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.85,0.49,0.92,0.02,0.82,0.83,0.33,0.58,0.85,0.83,0.86,0.56
autowikibrowser.csv,0.25,0.29,0.29,0.38,0.12,0.33,0.15,0.35,0.24,0.02,0.3,0.19
cities3d.csv,0.43,0.89,0.25,0.64,0.47,0.0,0.65,0.37,0.21,0.09,0.19,0.44
firebird.csv,0.37,0.26,0.04,0.37,0.44,0.48,0.56,0.79,0.7,0.63,0.25,0.41
hydrogen.csv,0.12,0.11,0.2,0.16,0.1,0.13,0.0,0.12,0.15,0.2,0.15,0.12
lphant.csv,0.49,0.51,0.6,0.41,0.4,0.4,0.71,0.47,0.0,0.5,0.71,0.66
qgo.csv,0.25,0.0,0.35,0.23,0.04,0.6,0.1,0.44,0.58,0.37,0.38,0.19
quickfast.csv,0.67,0.54,0.49,0.46,0.06,0.48,0.41,0.56,0.88,0.7,0.42,0.0
rhex.csv,0.0,0.4,0.63,0.4,0.41,0.2,0.11,0.12,0.12,0.63,0.15,0.19
rocrail.csv,0.15,0.09,0.14,0.17,0.03,0.16,0.13,0.23,0.0,0.06,0.0,0.09
xined.csv,0.15,0.57,0.13,0.61,0.29,0.1,0.3,0.0,0.12,0.17,0.2,0.09
yield.csv,0.65,0.49,0.59,0.63,0.0,0.85,0.51,0.74,0.61,0.67,0.6,0.47
