,rhex.csv,qgo.csv,firebird.csv,applet2app.csv,yield.csv,cities3d.csv,hydrogen.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.22,0.69,0.59,0.94,0.47,0.15,0.28,0.21,0.57,0.6,0.31,0.63
autowikibrowser.csv,0.36,0.6,0.58,0.52,0.54,0.25,0.49,0.21,0.46,0.98,0.58,0.71
cities3d.csv,0.19,0.61,0.45,0.37,0.27,0.96,0.28,0.27,0.24,0.39,0.28,0.37
firebird.csv,0.21,0.68,0.96,0.53,0.51,0.21,0.33,0.31,0.42,0.54,0.6,0.64
hydrogen.csv,0.37,0.58,0.45,0.38,0.21,0.37,0.97,0.33,0.31,0.43,0.49,0.41
lphant.csv,0.24,0.5,0.61,0.51,0.62,0.26,0.24,0.33,0.98,0.57,0.42,0.7
qgo.csv,0.36,1.0,0.58,0.52,0.52,0.17,0.51,0.34,0.56,0.67,0.54,0.59
quickfast.csv,0.22,0.6,0.64,0.46,0.49,0.19,0.22,0.16,0.43,0.67,0.51,0.98
rhex.csv,0.96,0.62,0.54,0.44,0.43,0.23,0.46,0.24,0.07,0.56,0.49,0.44
rocrail.csv,0.29,0.47,0.47,0.46,0.4,0.37,0.51,0.33,0.58,0.43,0.98,0.36
xined.csv,0.15,0.55,0.26,0.41,0.37,0.25,0.26,1.0,0.27,0.29,0.31,0.36
yield.csv,0.24,0.75,0.66,0.53,0.99,0.17,0.28,0.35,0.58,0.67,0.43,0.78
