,rhex.csv,qgo.csv,firebird.csv,applet2app.csv,yield.csv,cities3d.csv,hydrogen.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,17.0,9.0,0.0,1.0,8.0,47.0,14.0,11.0,0.0,17.0,20.0,0.0
autowikibrowser.csv,4.0,1.0,1.0,10.0,2.0,36.0,5.0,5.0,3.0,0.0,4.0,0.0
cities3d.csv,18.0,15.0,0.0,8.0,5.0,0.0,4.0,0.0,0.0,3.0,5.0,2.0
firebird.csv,6.0,6.0,0.0,1.0,9.0,12.0,4.0,0.0,9.0,5.0,1.0,8.0
hydrogen.csv,0.0,3.0,0.0,2.0,4.0,6.0,0.0,3.0,4.0,8.0,0.0,2.0
lphant.csv,22.0,11.0,0.0,8.0,12.0,29.0,3.0,0.0,0.0,10.0,12.0,2.0
qgo.csv,1.0,0.0,1.0,2.0,0.0,14.0,1.0,2.0,3.0,2.0,1.0,1.0
quickfast.csv,27.0,2.0,0.0,7.0,0.0,7.0,32.0,7.0,0.0,11.0,5.0,0.0
rhex.csv,0.0,1.0,0.0,6.0,10.0,5.0,7.0,5.0,3.0,17.0,2.0,4.0
rocrail.csv,6.0,0.0,0.0,5.0,0.0,22.0,2.0,2.0,0.0,0.0,0.0,1.0
xined.csv,8.0,16.0,0.0,8.0,8.0,36.0,1.0,0.0,0.0,7.0,14.0,1.0
yield.csv,22.0,1.0,0.0,2.0,0.0,41.0,39.0,0.0,4.0,5.0,12.0,1.0
