,rhex.csv,qgo.csv,firebird.csv,applet2app.csv,yield.csv,cities3d.csv,hydrogen.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.44,0.74,0.28,0.93,0.41,0.45,0.53,0.4,0.45,0.47,0.41,0.59
autowikibrowser.csv,0.61,0.59,0.54,0.59,0.46,0.65,0.66,0.34,0.45,0.98,0.82,0.65
cities3d.csv,0.44,0.37,0.4,0.46,0.27,0.93,0.64,0.43,0.21,0.31,0.31,0.33
firebird.csv,0.45,0.68,0.95,0.61,0.52,0.65,0.73,0.51,0.47,0.57,0.8,0.6
hydrogen.csv,0.47,0.52,0.39,0.34,0.16,0.58,0.95,0.35,0.27,0.38,0.54,0.32
lphant.csv,0.56,0.52,0.6,0.59,0.62,0.74,0.57,0.58,0.96,0.61,0.65,0.62
qgo.csv,0.61,1.0,0.56,0.54,0.42,0.6,0.61,0.59,0.64,0.71,0.8,0.51
quickfast.csv,0.56,0.63,0.64,0.55,0.4,0.62,0.46,0.32,0.34,0.65,0.78,0.97
rhex.csv,0.93,0.65,0.53,0.5,0.43,0.45,0.55,0.24,0.06,0.58,0.54,0.36
rocrail.csv,0.38,0.38,0.39,0.43,0.29,0.65,0.66,0.44,0.46,0.35,0.96,0.27
xined.csv,0.2,0.58,0.2,0.51,0.34,0.35,0.48,1.0,0.21,0.24,0.36,0.27
yield.csv,0.61,0.8,0.65,0.63,0.98,0.46,0.64,0.6,0.64,0.67,0.7,0.76
