,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,projecteqemu.csv,kftpgrabber.csv
boost.csv,0.49,0.64,0.68,0.51,0.43,0.46,0.64,0.55
etics.csv,0.35,0.61,0.85,0.55,0.55,0.67,0.4,0.42
genecys.csv,0.92,0.85,0.73,0.79,0.39,0.81,0.81,0.93
kftpgrabber.csv,0.92,0.65,0.9,0.74,0.86,0.76,0.62,0.24
kvs.csv,0.54,0.86,0.35,0.74,0.99,0.64,0.6,0.77
mcore3d.csv,0.92,0.55,0.75,0.62,0.78,0.91,0.66,0.39
ogrehg.csv,0.54,0.6,0.85,0.44,0.36,0.55,0.53,0.48
projecteqemu.csv,0.51,0.58,0.9,0.5,0.6,0.61,0.4,0.42
