,recall,precision,pf,wins
acdk.csv,0.59,0.43,0.29,14
all-plasm.csv,0.48,0.37,0.23,10
applet2app.csv,0.7,0.46,0.43,15
autat.csv,0.54,0.41,0.31,11
autowikibrowser.csv,0.68,0.33,0.51,4
gbif-providertoolkit.csv,0.65,0.33,0.39,8
htmlunit.csv,0.57,0.41,0.33,12
kmatplot.csv,0.57,0.34,0.39,6
mcore3d.csv,0.6,0.32,0.37,5
nh3d.csv,1.0,0.19,0.99,0
qgo.csv,0.83,0.25,0.72,1
qtwin.csv,0.14,0.35,0.09,7
reactos-mirror.csv,0.74,0.31,0.54,3
taokgame.csv,0.36,0.43,0.11,16
unbvision.csv,0.56,0.37,0.38,9
uwom.csv,0.57,0.42,0.27,13
wishmaster.csv,0.43,0.27,0.27,2
