,extprosys.csv,codeblocks.csv,qcad2.csv,fluidium.csv,haphazard.csv,silvertree.csv
codeblocks.csv,0.45,0.98,0.49,0.61,0.32,0.56
extprosys.csv,0.97,0.72,0.48,0.49,0.33,0.46
fluidium.csv,0.34,0.44,0.35,1.0,0.24,0.44
haphazard.csv,0.03,0.26,0.24,0.43,0.96,0.16
qcad2.csv,0.03,0.68,0.98,0.54,0.26,0.4
silvertree.csv,0.35,0.58,0.48,0.39,0.21,1.0
