,extprosys.csv,codeblocks.csv,qcad2.csv,fluidium.csv,haphazard.csv,silvertree.csv
codeblocks.csv,0.3,0.98,0.34,0.44,0.22,0.43
extprosys.csv,1.0,0.74,0.34,0.39,0.21,0.36
fluidium.csv,0.38,0.77,0.36,1.0,0.25,0.56
haphazard.csv,0.14,0.57,0.64,0.5,1.0,0.25
qcad2.csv,0.07,0.76,1.0,0.55,0.18,0.45
silvertree.csv,0.27,0.91,0.4,0.47,0.2,1.0
