,extprosys.csv,codeblocks.csv,qcad2.csv,fluidium.csv,haphazard.csv,silvertree.csv
codeblocks.csv,0.53,0.44,0.47,0.51,0.32,0.43
extprosys.csv,0.76,0.54,0.53,0.58,0.46,0.44
fluidium.csv,0.93,0.79,0.89,0.67,0.92,0.81
haphazard.csv,0.86,0.97,0.91,0.81,0.92,0.92
qcad2.csv,0.93,0.57,0.61,0.8,0.45,0.65
silvertree.csv,0.72,0.51,0.51,0.53,0.93,0.6
