,extprosys.csv,codeblocks.csv,qcad2.csv,fluidium.csv,haphazard.csv,silvertree.csv
codeblocks.csv,0.89,0.98,0.9,0.95,0.62,0.8
extprosys.csv,0.94,0.7,0.83,0.67,0.77,0.64
fluidium.csv,0.3,0.31,0.33,1.0,0.23,0.36
haphazard.csv,0.02,0.17,0.15,0.38,0.92,0.12
qcad2.csv,0.02,0.61,0.96,0.52,0.46,0.36
silvertree.csv,0.49,0.43,0.6,0.33,0.23,1.0
