,xmemcached.csv,httpcontentparser.csv,bdbbasic.csv,qse.csv,google-gears.csv
bdbbasic.csv,0.73,0.61,0.12,0.0,0.16
google-gears.csv,0.78,0.42,0.94,0.94,0.41
httpcontentparser.csv,0.5,0.27,0.0,0.0,0.11
qse.csv,0.62,0.46,0.0,0.15,0.14
xmemcached.csv,0.12,0.54,0.69,0.98,0.86
