,xmemcached.csv,httpcontentparser.csv,bdbbasic.csv,qse.csv,google-gears.csv
bdbbasic.csv,0.62,0.69,0.67,0.11,0.46
google-gears.csv,0.53,0.71,0.24,0.24,0.7
httpcontentparser.csv,0.52,0.82,0.0,0.27,0.45
qse.csv,0.64,0.73,0.0,0.81,0.43
xmemcached.csv,0.69,0.32,0.39,0.09,0.42
