,xmemcached.csv,httpcontentparser.csv,bdbbasic.csv,qse.csv,google-gears.csv
bdbbasic.csv,0.74,0.63,0.39,0.91,0.61
google-gears.csv,0.8,0.49,0.94,0.94,0.49
httpcontentparser.csv,0.69,0.31,1.0,0.77,0.61
qse.csv,0.66,0.51,1.0,0.25,0.64
xmemcached.csv,0.37,0.88,0.9,0.99,0.88
