,xmemcached.csv,httpcontentparser.csv,bdbbasic.csv,qse.csv,google-gears.csv
bdbbasic.csv,0.46,0.24,0.65,0.16,0.56
google-gears.csv,0.41,0.29,0.45,0.6,0.78
httpcontentparser.csv,0.36,0.41,0.0,0.37,0.56
qse.csv,0.44,0.28,0.0,0.8,0.53
xmemcached.csv,0.65,0.1,0.26,0.55,0.81
