,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,glas.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.0,0.42,0.68,0.0,0.73,0.54,0.04,1.0,0.0,0.36,0.94,0.17,0.0,0.14,0.5,0.0,0.0
codepurge.csv,0.47,0.36,0.45,0.36,0.7,0.51,0.04,0.48,0.08,0.57,0.92,0.1,0.57,0.32,0.16,0.38,0.14
fontforge.csv,0.43,0.3,0.43,0.36,0.69,0.47,0.02,0.74,0.13,0.49,0.89,0.09,0.42,0.15,0.12,0.32,0.2
glas.csv,0.49,0.39,0.72,0.31,0.69,0.47,0.03,0.51,0.15,0.48,0.87,0.09,0.6,0.22,0.12,0.35,0.2
gmerlin.csv,0.0,0.3,0.51,0.36,0.0,0.43,0.02,0.0,0.13,0.0,0.82,0.1,0.41,0.15,0.0,0.47,0.22
hatari.csv,0.47,0.45,0.63,0.33,0.71,0.51,0.02,0.43,0.14,0.5,0.94,0.1,0.43,0.09,0.12,0.44,0.16
jcl.csv,0.53,0.39,0.5,0.67,0.8,0.46,0.03,0.52,0.13,0.46,0.88,0.14,0.56,0.12,0.26,0.35,0.24
ltp.csv,0.42,0.3,0.46,0.41,0.79,0.45,0.0,0.47,0.12,0.49,0.91,0.13,0.36,0.15,0.12,0.37,0.23
mia.csv,0.55,1.0,0.55,0.33,0.4,0.54,0.05,0.57,0.11,0.49,0.98,0.24,0.4,0.0,0.12,0.5,0.19
net-snmp.csv,0.61,0.37,0.48,0.35,0.71,0.36,0.06,0.45,0.15,0.43,0.8,0.16,0.39,0.15,0.11,0.36,0.15
opde.csv,0.45,0.36,0.45,0.63,0.71,0.47,0.05,0.59,0.16,0.0,0.88,0.09,0.63,0.16,0.12,0.28,0.19
oppna-program-hsatools.csv,0.5,0.4,0.5,0.36,0.74,0.54,0.02,0.42,0.14,0.49,0.97,0.09,0.45,0.12,0.14,0.35,0.15
powerfolder-.csv,0.47,0.53,0.7,0.33,0.52,0.45,0.07,0.48,0.21,0.47,0.87,0.08,0.43,0.33,0.11,0.33,0.19
qlc.csv,0.0,0.32,0.0,0.36,0.47,0.44,0.03,0.0,0.25,0.78,0.89,0.09,0.37,0.17,0.21,0.0,0.25
quantlib.csv,0.45,0.0,1.0,0.0,0.69,0.11,0.0,0.44,0.0,0.49,1.0,0.0,0.0,0.0,0.12,0.33,0.37
tcl.csv,0.41,0.32,0.42,0.36,0.7,0.39,0.0,0.0,0.14,0.64,0.84,0.07,0.42,0.13,0.0,0.24,0.19
