,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,glas.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.0,0.45,0.45,0.0,0.94,0.65,1.0,0.04,0.0,0.13,0.29,0.11,0.0,0.33,0.14,0.0,0.0
codepurge.csv,0.88,0.84,0.76,0.4,0.97,0.55,1.0,0.79,0.06,0.64,0.32,0.72,0.11,0.71,0.57,0.47,0.12
fontforge.csv,0.9,0.9,0.93,1.0,1.0,0.76,1.0,0.83,0.89,1.0,0.68,0.83,0.95,1.0,1.0,0.81,0.96
glas.csv,0.95,0.87,0.62,0.4,0.95,0.76,1.0,0.92,0.89,0.77,0.67,0.78,0.7,0.54,1.0,0.88,0.5
gmerlin.csv,0.0,0.94,0.79,1.0,0.0,0.8,1.0,0.0,0.72,0.0,1.0,0.83,0.84,1.0,0.0,0.66,0.54
hatari.csv,0.63,0.71,0.76,0.8,0.92,0.58,1.0,0.88,0.94,0.92,0.64,1.0,0.51,0.17,0.86,0.44,0.33
jcl.csv,0.78,0.61,0.72,0.32,0.79,0.59,1.0,0.5,0.67,0.33,0.53,0.17,0.24,0.58,0.71,0.34,0.67
ltp.csv,0.27,0.71,0.9,0.88,0.78,0.68,0.0,0.88,0.56,0.64,0.65,0.72,0.41,0.79,0.64,0.22,0.79
mia.csv,0.39,0.03,0.41,0.68,0.03,0.21,1.0,0.67,0.44,0.92,0.36,0.61,0.05,0.0,0.21,0.34,0.21
net-snmp.csv,0.66,0.58,0.48,0.48,0.55,0.39,1.0,0.88,0.94,0.33,0.69,0.67,0.7,0.33,0.21,0.38,0.33
opde.csv,1.0,0.71,1.0,0.68,1.0,0.73,1.0,0.79,0.83,0.0,0.66,1.0,0.51,0.58,0.79,0.41,0.54
oppna-program-hsatools.csv,0.88,0.68,0.79,1.0,0.93,0.56,1.0,0.92,0.94,0.95,0.85,1.0,0.24,0.12,0.86,0.59,0.46
powerfolder-.csv,0.59,0.61,0.48,0.6,0.13,0.38,1.0,0.67,0.72,0.41,0.73,0.72,0.16,0.08,0.57,0.47,0.29
qlc.csv,0.0,0.9,0.0,0.6,0.11,0.61,1.0,0.0,0.72,0.18,0.23,0.78,0.76,0.67,0.57,0.0,0.62
quantlib.csv,1.0,0.0,0.03,0.0,1.0,0.03,0.0,1.0,0.0,1.0,0.02,0.0,0.0,0.0,1.0,1.0,0.67
tcl.csv,0.68,0.97,0.86,1.0,0.89,0.85,0.0,0.0,0.89,0.69,0.81,0.78,1.0,0.75,0.0,0.28,0.75
