,brlcad.csv,xmemcached.csv,fceugc.csv,jaolt.csv,kmess.csv,google-gears.csv,ftm.csv,jcache.csv
brlcad.csv,0.03,0.45,0.56,0.76,0.42,0.73,0.76,0.61
fceugc.csv,0.13,0.16,0.0,0.21,0.27,0.14,0.3,0.05
ftm.csv,0.39,0.25,0.28,0.14,0.35,0.19,0.0,0.76
google-gears.csv,0.8,0.56,0.53,0.48,0.65,0.05,0.58,0.17
jaolt.csv,0.44,0.12,0.53,0.0,0.36,0.35,0.31,0.29
jcache.csv,0.66,0.25,0.56,0.34,0.69,0.49,0.41,0.0
kmess.csv,0.86,0.19,0.37,0.45,0.0,0.51,0.2,0.78
xmemcached.csv,0.52,0.0,0.58,0.24,0.42,0.49,0.49,0.02
