,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv
benojt.csv,0.64,0.31,0.63,0.99,0.14,0.63
jahshaka.csv,0.63,0.6,0.43,0.62,0.13,0.56
jam-daq.csv,0.57,0.14,0.34,0.55,0.36,0.64
jatlas.csv,0.64,0.27,0.52,0.7,0.56,0.6
jedit.csv,0.73,0.29,0.59,0.98,0.12,0.62
open-media-library.csv,0.52,0.42,0.69,0.81,0.29,0.65
