,jedit.csv,jahshaka.csv,open-media-library.csv,benojt.csv,jatlas.csv,jam-daq.csv
benojt.csv,0.97,1.0,1.0,0.99,1.0,1.0
jahshaka.csv,0.66,0.82,0.45,0.45,0.6,0.73
jam-daq.csv,0.59,0.09,0.25,0.38,0.4,0.64
jatlas.csv,0.9,0.55,0.68,0.54,1.0,0.71
jedit.csv,0.74,0.64,0.65,1.0,0.8,1.0
open-media-library.csv,0.62,0.45,0.7,0.71,0.8,0.84
