,gtad.csv,wgs-assembler.csv,nh3d.csv,kaffeine.csv,sarasvati.csv,blogentis.csv,m-m-m.csv,taokgame.csv,tokratan.csv,mvnforum.csv,myfaces.csv,ogrehg.csv,m-a-d-n-e-s-s.csv,lcfizvtop.csv,gusanos.csv,pydev.csv,mediaportal.csv,free-evolution.csv,pnotepad.csv,cme.csv
blogentis.csv,0.5,0.56,0.25,0.78,0.09,0.79,0.31,0.0,0.13,0.44,0.27,0.5,0.16,0.73,0.57,0.61,0.81,0.73,0.79,1.0
cme.csv,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.03,0.02,1.0
free-evolution.csv,1.0,1.0,0.0,0.39,0.45,1.0,0.69,1.0,0.33,0.83,0.98,0.48,0.32,0.18,1.0,0.83,0.79,0.58,0.75,1.0
gtad.csv,1.0,0.79,0.25,0.14,0.45,0.62,0.1,0.1,0.2,0.39,0.4,0.26,0.4,0.09,0.21,0.75,0.34,0.24,0.23,0.0
gusanos.csv,1.0,0.08,0.25,0.71,0.64,0.67,0.25,0.1,0.67,0.39,0.75,0.59,0.8,0.91,0.81,0.78,0.87,0.45,0.77,1.0
kaffeine.csv,1.0,0.21,0.25,0.84,0.91,0.88,0.55,0.5,0.87,0.83,0.92,0.98,0.92,1.0,0.91,1.0,0.96,0.73,0.92,1.0
lcfizvtop.csv,1.0,1.0,0.0,0.71,0.64,0.67,0.31,0.2,0.4,0.5,0.73,0.55,0.2,0.82,1.0,0.72,0.88,0.82,0.52,1.0
m-a-d-n-e-s-s.csv,0.5,0.82,1.0,0.1,0.45,0.46,0.25,0.1,0.4,0.11,0.31,0.24,0.64,0.0,0.03,0.72,0.32,0.09,0.15,0.0
m-m-m.csv,1.0,0.46,0.75,0.55,0.91,0.75,0.84,0.8,1.0,0.72,0.85,0.75,0.44,0.64,0.63,0.94,0.76,0.64,0.65,0.2
mediaportal.csv,0.0,0.21,1.0,0.06,0.27,0.12,0.18,0.6,0.27,0.11,0.38,0.16,0.2,0.09,0.22,0.36,0.58,0.03,0.15,0.0
mvnforum.csv,0.5,0.23,1.0,0.14,0.18,0.83,0.53,1.0,0.67,0.61,0.25,0.45,0.2,0.09,0.58,0.11,0.18,0.15,0.46,0.0
myfaces.csv,0.5,0.64,0.75,0.16,0.55,0.96,0.25,0.1,0.6,0.78,0.69,0.45,0.68,0.36,0.36,0.81,0.64,0.27,0.4,0.8
nh3d.csv,1.0,0.56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16,1.0,1.0,1.0,0.97,0.0,1.0,0.96,1.0
ogrehg.csv,0.5,0.36,1.0,0.22,0.64,0.92,0.2,1.0,0.87,0.89,0.75,0.68,0.68,0.27,0.49,0.78,0.6,0.33,0.33,0.8
pnotepad.csv,1.0,0.72,0.25,0.53,0.82,0.92,0.88,1.0,0.93,0.83,0.94,0.77,0.72,0.73,0.84,1.0,0.98,0.7,0.88,1.0
pydev.csv,0.5,0.62,0.25,0.35,0.36,0.79,0.27,0.5,0.53,0.39,0.62,0.41,0.72,0.45,0.3,0.69,0.54,0.39,0.4,1.0
sarasvati.csv,0.5,0.23,0.5,0.1,0.73,0.38,0.18,0.0,0.87,0.33,0.6,0.21,0.32,0.36,0.16,0.67,0.62,0.15,0.17,0.4
taokgame.csv,0.5,0.13,0.0,0.1,0.18,0.17,0.04,1.0,0.47,0.17,0.33,0.18,0.08,0.18,0.07,0.31,0.18,0.18,0.15,0.4
tokratan.csv,1.0,0.67,1.0,0.22,0.27,0.96,0.55,0.2,0.67,0.72,0.67,0.58,0.72,0.36,0.52,0.69,0.69,0.24,0.48,1.0
wgs-assembler.csv,1.0,0.51,1.0,0.53,0.64,0.96,0.18,0.7,0.87,0.72,0.69,0.66,0.56,0.27,0.64,0.86,0.55,0.79,0.48,0.0
