,jedit.csv,lamp.csv,triplea.csv,openintents.csv,dxengine.csv,hazelcast.csv,bullet.csv,qlc.csv,jmonkeyengine.csv,onotoa.csv,apertium.csv,lcfizvtop.csv,bionote.csv,kolmafia.csv,findbugs.csv,duplicati.csv,emono.csv
apertium.csv,0.32,0.03,0.24,0.7,0.12,0.0,0.05,0.07,0.4,0.19,0.19,0.0,0.37,0.51,0.22,0.0,0.19
bionote.csv,0.64,0.04,0.05,0.61,0.24,0.0,0.19,0.45,0.12,0.25,0.1,0.19,0.21,0.38,0.27,0.0,0.19
bullet.csv,0.85,0.35,0.62,0.88,0.63,0.6,0.29,0.62,0.8,0.75,0.52,0.48,0.98,0.38,0.64,0.0,0.48
dxengine.csv,0.04,0.09,0.0,0.67,0.27,0.0,0.1,0.19,0.04,0.25,0.1,0.08,0.15,0.05,0.18,0.0,0.29
emono.csv,0.52,0.23,0.48,0.94,0.59,1.0,0.81,0.43,0.7,0.75,0.91,0.29,0.56,0.36,0.71,1.0,0.43
findbugs.csv,0.04,0.19,0.48,0.91,0.55,0.8,0.57,0.46,0.3,0.81,0.67,0.46,0.65,0.1,0.29,1.0,0.31
hazelcast.csv,0.55,0.54,0.71,0.91,0.69,0.0,0.62,0.5,0.5,0.94,0.36,0.33,0.71,0.69,0.78,0.0,0.83
jedit.csv,0.19,0.81,0.95,1.0,0.98,1.0,0.95,0.84,0.76,1.0,0.97,0.92,0.92,0.62,0.98,1.0,1.0
jmonkeyengine.csv,0.09,0.65,0.43,0.55,0.76,0.6,0.71,0.74,0.26,0.75,0.78,0.92,0.56,0.08,0.33,1.0,0.95
kolmafia.csv,0.87,0.66,0.67,0.97,0.65,0.1,0.67,0.8,0.86,0.94,0.97,0.69,0.85,0.28,0.96,0.0,0.81
lamp.csv,0.23,0.22,0.38,0.58,0.49,0.3,0.52,0.64,0.48,0.62,0.24,0.48,0.33,1.0,0.71,0.0,1.0
lcfizvtop.csv,0.51,0.66,0.57,0.58,0.55,0.0,0.14,0.37,0.54,0.62,0.22,0.21,0.6,0.85,0.73,0.0,0.76
onotoa.csv,0.75,0.7,0.48,0.3,0.69,1.0,0.57,0.56,0.7,0.38,0.83,0.81,0.88,0.62,0.6,1.0,0.45
openintents.csv,0.87,0.91,0.62,0.27,0.67,0.3,0.67,0.58,0.94,0.31,0.45,0.85,0.71,0.85,0.89,1.0,0.57
qlc.csv,0.13,0.35,0.1,0.73,0.47,0.0,0.38,0.39,0.28,0.75,0.12,0.25,0.25,0.56,0.56,0.0,0.33
triplea.csv,0.4,0.43,0.24,0.94,0.43,0.6,0.43,0.41,0.4,0.62,0.57,0.35,0.81,0.54,0.42,0.0,0.33
