,recall,precision,pf,pci_20,ifa,wins
apertium.csv,0.33,0.62,0.19,0.62,1.0,14
bionote.csv,0.33,0.5,0.19,0.61,0.0,13
bullet.csv,0.7,0.43,0.62,0.43,1.0,8
dxengine.csv,0.22,0.58,0.1,0.75,1.0,15
emono.csv,0.74,0.42,0.59,0.5,2.0,2
findbugs.csv,0.62,0.57,0.48,0.43,1.0,12
hazelcast.csv,0.81,0.45,0.62,0.33,0.0,10
jedit.csv,0.98,0.41,0.95,0.38,2.0,0
jmonkeyengine.csv,0.61,0.42,0.65,0.5,1.0,7
kolmafia.csv,0.89,0.42,0.8,0.35,1.0,4
lamp.csv,0.64,0.46,0.48,0.41,2.0,1
lcfizvtop.csv,0.63,0.47,0.55,0.34,1.0,6
onotoa.csv,0.57,0.4,0.69,0.52,1.0,5
openintents.csv,0.65,0.4,0.67,0.44,1.0,3
qlc.csv,0.53,0.5,0.33,0.46,1.0,11
triplea.csv,0.66,0.5,0.43,0.42,1.0,9
