,lazarus-ccr.csv,plee-the-bear.csv,badtrinity-zero.csv,fw4spl.csv,mia.csv,kftpgrabber.csv,kolmafia.csv
badtrinity-zero.csv,0.86,0.45,0.45,0.44,0.49,0.38,0.71
fw4spl.csv,0.39,0.53,0.96,0.58,0.52,0.46,0.9
kftpgrabber.csv,0.35,0.96,0.52,0.64,0.92,0.42,0.38
kolmafia.csv,0.33,0.4,0.4,0.39,0.34,0.41,0.35
lazarus-ccr.csv,0.5,0.43,0.54,0.56,0.44,0.48,0.48
mia.csv,0.73,0.98,0.58,0.98,0.83,0.88,0.56
plee-the-bear.csv,0.62,0.52,0.54,0.39,0.6,0.43,0.45
