,lazarus-ccr.csv,plee-the-bear.csv,badtrinity-zero.csv,fw4spl.csv,mia.csv,kftpgrabber.csv,kolmafia.csv
badtrinity-zero.csv,0.89,0.65,0.47,0.67,0.67,0.55,0.68
fw4spl.csv,0.81,0.47,0.84,0.48,0.7,0.49,0.93
kftpgrabber.csv,0.83,1.0,0.68,0.61,1.0,0.3,0.63
kolmafia.csv,0.87,0.93,0.7,0.96,0.72,0.89,0.41
lazarus-ccr.csv,0.33,0.98,0.84,0.88,0.93,0.93,0.55
mia.csv,0.72,0.76,0.61,0.83,0.49,0.9,0.6
plee-the-bear.csv,0.89,0.34,0.71,0.54,0.65,0.6,0.71
