,phet.csv,qtractor.csv,flexpay.csv,fceugc.csv,sumatrapdf.csv,modellus.csv,open-data-kit.csv
fceugc.csv,0.39,0.49,0.24,0.62,0.54,0.37,0.68
flexpay.csv,0.18,0.53,0.36,0.16,0.11,0.61,0.49
modellus.csv,0.19,0.65,0.31,0.47,0.61,0.78,0.77
open-data-kit.csv,0.29,0.68,0.29,0.53,0.53,0.68,0.83
phet.csv,0.49,0.46,0.12,0.29,0.23,0.27,0.53
qtractor.csv,0.22,0.7,0.3,0.48,0.55,0.71,0.77
sumatrapdf.csv,0.38,0.78,0.3,0.52,0.76,0.68,0.77
