,campsoft.csv,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,sevenupdate.csv,freenet.csv,qlc.csv,officefloor.csv,botsnscouts.csv,google-caja.csv,yarp0.csv,kindb.csv,repositorium.csv,poormans.csv,illumination.csv,hibernate.csv,geogebra.csv
botsnscouts.csv,0.67,0.51,0.5,0.47,0.62,0.88,0.57,0.96,0.77,0.48,0.9,0.82,0.8,0.8,0.93,0.5,0.98,0.63
fbmanager.csv,0.37,0.49,0.64,0.47,0.39,0.37,0.34,0.62,0.55,0.57,0.42,0.53,0.36,0.46,0.48,0.46,0.5,0.45
freenet.csv,0.46,0.66,0.34,0.47,0.4,0.49,0.43,0.51,0.42,0.33,0.37,0.52,0.53,0.49,0.44,0.4,0.55,0.49
geogebra.csv,0.5,0.93,0.56,0.92,0.44,0.67,0.41,0.94,0.87,0.73,0.43,0.89,0.53,0.0,0.74,0.89,0.5,0.79
google-caja.csv,0.38,0.47,0.33,0.35,0.38,0.43,0.36,0.38,0.52,0.32,0.35,0.46,0.37,0.33,0.48,0.36,0.5,0.47
hibernate.csv,0.86,0.75,0.5,0.92,0.53,0.47,0.56,0.96,0.71,0.53,0.6,0.9,0.83,0.8,0.66,0.83,0.75,0.59
illumination.csv,0.78,0.96,0.45,0.69,0.53,0.91,0.48,0.96,0.6,0.46,0.83,0.89,0.7,0.82,0.95,0.88,0.99,0.66
kindb.csv,0.35,0.4,0.33,0.43,0.35,0.42,0.34,0.4,0.4,0.48,0.34,0.45,0.36,0.38,0.41,0.41,0.43,0.43
officefloor.csv,0.68,0.96,0.5,0.67,0.5,0.0,0.62,0.95,0.97,0.0,0.65,0.91,0.0,0.75,0.93,0.0,0.55,0.98
paintown.csv,0.47,0.52,0.62,0.42,0.54,0.52,0.47,0.62,0.68,0.61,0.46,0.42,0.37,0.5,0.53,0.53,0.5,0.56
poormans.csv,0.5,0.68,0.42,0.72,0.41,0.69,0.36,0.78,0.59,0.6,0.54,0.65,0.67,0.67,0.71,0.59,0.58,0.55
qlc.csv,0.92,0.92,0.89,0.8,0.89,0.91,0.97,0.94,0.98,0.83,0.92,0.67,0.78,0.88,0.92,0.83,0.99,0.98
repositorium.csv,0.64,0.94,0.9,0.91,0.51,0.75,0.55,0.8,0.62,0.64,0.68,0.7,0.75,0.88,0.67,0.0,0.75,0.84
sevenupdate.csv,0.31,0.45,0.35,0.43,0.85,0.47,0.98,0.45,0.46,0.8,0.38,0.4,0.44,0.41,0.46,0.36,0.49,0.48
sqlpower-library.csv,0.43,0.51,0.35,0.65,0.44,0.48,0.4,0.44,0.67,0.47,0.39,0.49,0.44,0.44,0.51,0.41,0.52,0.53
triplea.csv,0.37,0.47,0.42,0.45,0.47,0.56,0.37,0.51,0.56,0.55,0.36,0.53,0.4,0.4,0.46,0.43,0.52,0.46
yarp0.csv,0.52,0.64,0.48,0.48,0.48,0.5,0.43,0.65,0.51,0.85,0.45,0.62,0.38,0.41,0.71,0.54,0.65,0.54
