,campsoft.csv,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,sevenupdate.csv,freenet.csv,qlc.csv,officefloor.csv,botsnscouts.csv,google-caja.csv,yarp0.csv,kindb.csv,repositorium.csv,poormans.csv,illumination.csv,hibernate.csv,geogebra.csv
botsnscouts.csv,104.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,36.0,0.0,5.0,6.0,0.0,96.0,2.0,3.0,2.0,1.0
fbmanager.csv,104.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,278.0,0.0,3.0,0.0,1.0,8.0,6.0,5.0,1.0,0.0
freenet.csv,54.0,15.0,2.0,1.0,0.0,0.0,0.0,15.0,58.0,2.0,3.0,3.0,2.0,1.0,15.0,15.0,7.0,4.0
geogebra.csv,19.0,0.0,1.0,3.0,0.0,0.0,2.0,3.0,96.0,0.0,1.0,0.0,1.0,96.0,13.0,2.0,13.0,0.0
google-caja.csv,61.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,312.0,3.0,0.0,5.0,1.0,0.0,8.0,1.0,7.0,2.0
hibernate.csv,13.0,3.0,1.0,1.0,0.0,0.0,1.0,4.0,43.0,1.0,2.0,8.0,1.0,0.0,10.0,3.0,0.0,11.0
illumination.csv,104.0,3.0,1.0,0.0,0.0,0.0,2.0,3.0,45.0,1.0,3.0,5.0,2.0,1.0,2.0,0.0,2.0,7.0
kindb.csv,51.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,81.0,1.0,0.0,1.0,0.0,18.0,21.0,1.0,1.0,1.0
officefloor.csv,104.0,1.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,53.0,1.0,2.0,49.0,2.0,0.0,81.0,13.0,0.0
paintown.csv,26.0,0.0,1.0,1.0,0.0,0.0,6.0,6.0,194.0,7.0,0.0,2.0,2.0,13.0,6.0,4.0,5.0,2.0
poormans.csv,104.0,6.0,1.0,1.0,0.0,0.0,0.0,7.0,25.0,3.0,0.0,1.0,0.0,9.0,0.0,6.0,6.0,7.0
qlc.csv,104.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,53.0,0.0,4.0,4.0,81.0,8.0,0.0
repositorium.csv,104.0,1.0,0.0,3.0,0.0,0.0,4.0,132.0,31.0,1.0,0.0,3.0,0.0,0.0,8.0,0.0,3.0,13.0
sevenupdate.csv,78.0,2.0,2.0,1.0,1.0,0.0,0.0,7.0,323.0,1.0,1.0,3.0,2.0,3.0,41.0,7.0,13.0,9.0
sqlpower-library.csv,36.0,1.0,2.0,7.0,0.0,0.0,7.0,7.0,261.0,11.0,0.0,2.0,2.0,3.0,28.0,8.0,11.0,12.0
triplea.csv,50.0,6.0,0.0,0.0,1.0,0.0,0.0,6.0,113.0,3.0,0.0,3.0,6.0,13.0,19.0,4.0,1.0,14.0
yarp0.csv,104.0,3.0,0.0,0.0,0.0,0.0,0.0,13.0,218.0,2.0,1.0,0.0,1.0,19.0,12.0,5.0,12.0,6.0
