,campsoft.csv,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,sevenupdate.csv,freenet.csv,qlc.csv,officefloor.csv,botsnscouts.csv,google-caja.csv,yarp0.csv,kindb.csv,repositorium.csv,poormans.csv,illumination.csv,hibernate.csv,geogebra.csv
botsnscouts.csv,0.0,0.49,0.5,0.5,0.38,0.19,0.4,0.32,0.59,0.94,0.21,0.29,0.18,0.0,0.25,0.68,0.2,0.44
fbmanager.csv,0.0,0.61,0.39,0.97,0.68,0.54,0.64,0.58,0.54,0.53,0.57,0.54,0.64,0.48,0.72,0.68,0.55,0.67
freenet.csv,0.75,0.41,0.2,0.56,0.53,0.56,1.0,0.44,0.74,0.47,0.68,0.55,0.57,0.54,0.62,0.52,0.54,0.61
geogebra.csv,0.89,0.12,0.48,0.21,0.5,0.26,0.49,0.13,0.44,0.35,0.49,0.22,0.43,0.0,0.54,0.28,0.46,0.92
google-caja.csv,0.66,0.62,0.51,0.77,0.72,0.67,0.58,0.68,0.51,0.69,1.0,0.55,0.69,0.68,0.62,0.64,0.61,0.63
hibernate.csv,0.95,0.4,0.49,0.14,0.59,0.33,0.42,0.07,0.46,0.46,0.5,0.14,0.18,0.32,0.54,0.07,0.91,0.59
illumination.csv,0.0,0.16,0.39,0.4,0.55,0.21,0.5,0.13,0.36,0.62,0.27,0.29,0.21,0.5,0.34,0.95,0.16,0.37
kindb.csv,0.68,0.67,0.67,0.71,0.58,0.52,0.65,0.66,0.7,0.59,0.75,0.47,0.98,0.53,0.67,0.47,0.64,0.73
officefloor.csv,0.0,0.19,0.04,0.07,0.46,0.02,0.4,0.26,0.73,0.0,0.42,0.07,0.0,0.11,0.21,0.0,0.43,0.11
paintown.csv,0.87,0.98,0.32,0.56,0.49,0.64,0.55,0.43,0.4,0.37,0.59,0.51,0.69,0.3,0.65,0.49,0.51,0.63
poormans.csv,0.0,0.38,0.47,0.47,0.75,0.38,0.65,0.35,0.67,0.49,0.46,0.41,0.4,0.4,1.0,0.42,0.41,0.57
qlc.csv,0.0,0.19,0.26,0.25,0.24,0.26,0.18,0.95,0.16,0.26,0.17,0.0,0.28,0.21,0.25,0.0,0.23,0.3
repositorium.csv,0.0,0.11,0.26,0.21,0.53,0.1,0.43,0.0,0.38,0.38,0.32,0.36,0.15,0.77,0.43,0.07,0.35,0.38
sevenupdate.csv,0.13,0.3,0.59,0.35,0.23,1.0,0.26,0.45,0.17,0.35,0.26,0.13,0.0,0.0,0.09,0.24,0.37,0.49
sqlpower-library.csv,0.79,0.6,0.56,0.36,0.98,0.37,0.59,0.45,0.59,0.47,0.61,0.53,0.0,0.13,0.58,0.46,0.58,0.59
triplea.csv,0.69,0.67,0.98,0.66,0.56,0.4,0.62,0.71,0.6,0.55,0.59,0.5,0.7,0.46,0.58,0.61,0.51,0.65
yarp0.csv,0.0,0.38,0.53,0.63,0.57,0.39,0.59,0.26,0.56,0.34,0.57,1.0,0.67,0.55,0.35,0.74,0.41,0.51
