,campsoft.csv,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,sevenupdate.csv,freenet.csv,qlc.csv,officefloor.csv,botsnscouts.csv,google-caja.csv,yarp0.csv,kindb.csv,repositorium.csv,poormans.csv,illumination.csv,hibernate.csv,geogebra.csv
botsnscouts.csv,0.0,0.51,0.56,0.52,0.48,0.28,0.49,0.22,0.15,0.96,0.28,0.3,0.26,0.0,0.29,0.42,0.25,0.35
fbmanager.csv,0.0,0.6,0.48,0.97,0.76,0.66,0.71,0.32,0.05,0.63,0.67,0.48,0.71,0.21,0.5,0.43,0.44,0.45
freenet.csv,0.03,0.4,0.63,0.62,0.74,0.77,1.0,0.17,0.09,0.58,0.79,0.42,0.66,0.18,0.36,0.3,0.42,0.37
geogebra.csv,0.05,0.17,0.56,0.26,0.81,0.36,0.7,0.11,0.1,0.42,0.71,0.24,0.62,0.0,0.44,0.22,0.43,0.94
google-caja.csv,0.03,0.64,0.58,0.76,0.82,0.79,0.69,0.29,0.05,0.73,1.0,0.41,0.75,0.25,0.42,0.37,0.45,0.39
hibernate.csv,0.09,0.41,0.54,0.17,0.68,0.44,0.5,0.05,0.08,0.52,0.6,0.15,0.25,0.37,0.42,0.09,0.94,0.44
illumination.csv,0.0,0.2,0.48,0.48,0.64,0.3,0.57,0.1,0.05,0.62,0.35,0.32,0.27,0.36,0.37,0.97,0.18,0.23
kindb.csv,0.03,0.67,0.71,0.74,0.7,0.64,0.72,0.28,0.08,0.63,0.82,0.39,0.99,0.19,0.45,0.28,0.5,0.5
officefloor.csv,0.0,0.23,0.06,0.11,0.72,0.04,0.49,0.21,0.78,0.0,0.52,0.07,0.0,0.13,0.25,0.0,0.36,0.11
paintown.csv,0.04,0.99,0.38,0.6,0.58,0.75,0.63,0.27,0.05,0.4,0.68,0.38,0.75,0.12,0.49,0.3,0.4,0.46
poormans.csv,0.0,0.37,0.55,0.49,0.82,0.67,0.7,0.14,0.12,0.5,0.56,0.33,0.52,0.21,1.0,0.24,0.39,0.36
qlc.csv,0.0,0.27,0.34,0.32,0.33,0.37,0.26,0.97,0.11,0.36,0.24,0.0,0.37,0.21,0.3,0.0,0.27,0.35
repositorium.csv,0.0,0.14,0.33,0.27,0.66,0.15,0.5,0.0,0.06,0.47,0.4,0.38,0.21,0.84,0.39,0.11,0.34,0.34
sevenupdate.csv,0.02,0.65,0.77,0.68,0.31,1.0,0.34,0.24,0.06,0.43,0.77,0.46,0.81,0.2,0.35,0.32,0.43,0.34
sqlpower-library.csv,0.03,0.58,0.72,0.37,0.99,0.65,0.73,0.23,0.06,0.47,0.72,0.39,0.81,0.16,0.35,0.31,0.42,0.37
triplea.csv,0.03,0.64,0.98,0.68,0.67,0.51,0.7,0.31,0.06,0.57,0.77,0.39,0.81,0.17,0.35,0.35,0.41,0.44
yarp0.csv,0.0,0.43,0.58,0.65,0.67,0.55,0.65,0.15,0.05,0.4,0.67,1.0,0.73,0.2,0.24,0.5,0.34,0.34
