,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,exist.csv,wheat.csv,power-architect.csv,bigdata.csv,wsmt.csv,opendvr.csv,icescrum.csv
apertium.csv,0.74,0.31,0.31,0.45,0.44,0.47,0.05,0.76,0.84,0.25,0.11,0.59,0.39,0.37,0.0,0.58
beast-mcmc.csv,0.76,0.69,0.77,0.66,0.69,0.63,0.64,0.71,0.92,0.93,0.79,0.74,0.66,0.43,0.77,0.84
bigdata.csv,0.32,0.37,0.41,0.62,0.44,0.33,1.0,0.3,0.04,0.48,1.0,0.24,0.79,0.31,0.18,0.47
cuberok.csv,0.56,0.29,0.51,0.39,0.67,0.48,0.73,0.35,0.48,0.83,0.5,0.52,0.67,0.91,1.0,0.63
exist.csv,0.89,0.86,0.87,0.75,0.86,0.94,0.73,0.9,0.56,0.8,0.79,0.69,0.42,1.0,0.95,0.84
icescrum.csv,0.7,0.35,0.36,0.42,0.31,0.54,0.5,0.62,0.6,0.22,0.39,0.44,0.37,0.2,0.23,0.89
jbasic.csv,0.86,0.57,0.64,0.94,0.67,0.84,0.68,0.79,0.96,0.98,0.11,0.93,0.43,0.43,0.91,0.89
jrefactory.csv,0.53,0.76,0.67,0.41,0.17,0.39,0.59,0.48,0.48,0.1,0.61,0.2,0.27,0.97,0.5,0.37
jsecurity.csv,0.33,0.33,0.69,0.14,0.67,0.36,0.23,0.19,0.28,0.78,0.18,0.2,0.15,0.11,0.14,0.21
libopenmetaverse.csv,0.97,1.0,1.0,1.0,0.61,0.99,0.77,1.0,0.96,0.54,1.0,0.85,1.0,1.0,0.27,1.0
mobicents.csv,0.85,0.47,0.51,0.52,0.58,0.67,0.86,0.92,0.6,0.93,0.5,0.59,0.59,0.89,0.91,0.89
opendvr.csv,0.83,0.43,0.67,0.64,0.94,0.66,0.55,0.56,0.44,0.93,0.64,0.94,0.82,0.2,0.73,0.74
power-architect.csv,0.7,0.92,0.97,0.64,0.89,0.88,1.0,0.67,0.92,0.96,1.0,0.78,0.81,0.91,1.0,1.0
sidekar.csv,0.0,0.0,0.0,0.78,0.0,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
wheat.csv,0.48,0.24,0.51,0.42,0.5,0.56,0.5,0.21,0.8,0.9,0.71,0.57,0.56,0.14,0.59,0.68
wsmt.csv,0.17,0.08,0.1,0.02,0.11,0.24,0.05,0.14,0.04,0.12,0.14,0.15,0.21,0.74,0.09,0.0
