,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,exist.csv,wheat.csv,power-architect.csv,bigdata.csv,wsmt.csv,opendvr.csv,icescrum.csv
apertium.csv,0.42,0.41,0.3,0.56,0.45,0.53,0.09,0.69,0.66,0.38,0.18,0.67,0.54,0.38,0.0,0.5
beast-mcmc.csv,0.63,0.61,0.37,0.66,0.61,0.59,0.44,0.65,0.48,0.71,0.68,0.78,0.76,0.44,0.42,0.54
bigdata.csv,0.38,0.46,0.35,0.65,0.52,0.42,0.56,0.4,0.07,0.55,0.72,0.38,0.85,0.42,0.21,0.43
cuberok.csv,0.46,0.37,0.28,0.49,0.59,0.48,0.7,0.45,0.39,0.68,0.5,0.64,0.77,0.77,0.46,0.53
exist.csv,0.46,0.69,0.36,0.76,0.66,0.67,0.51,0.64,0.33,0.8,0.65,0.72,0.58,0.71,0.44,0.53
icescrum.csv,0.59,0.46,0.29,0.56,0.4,0.59,0.49,0.64,0.49,0.34,0.52,0.59,0.53,0.23,0.25,0.81
jbasic.csv,0.47,0.52,0.32,0.76,0.57,0.65,0.49,0.72,0.47,0.73,0.17,0.85,0.59,0.41,0.44,0.55
jrefactory.csv,0.29,0.74,0.25,0.45,0.24,0.41,0.46,0.43,0.33,0.18,0.58,0.33,0.41,0.71,0.39,0.31
jsecurity.csv,0.39,0.39,0.51,0.24,0.61,0.45,0.24,0.3,0.27,0.71,0.27,0.33,0.26,0.17,0.18,0.31
libopenmetaverse.csv,0.42,0.73,0.32,0.79,0.65,0.67,0.49,0.66,0.52,0.55,0.7,0.81,0.94,0.7,0.24,0.55
mobicents.csv,0.5,0.49,0.4,0.65,0.53,0.68,0.58,0.7,0.51,0.75,0.54,0.69,0.72,0.7,0.53,0.59
opendvr.csv,0.51,0.44,0.48,0.69,0.65,0.64,0.5,0.59,0.42,0.73,0.65,0.86,0.85,0.28,0.62,0.61
power-architect.csv,0.37,0.71,0.39,0.64,0.65,0.65,0.59,0.56,0.44,0.71,0.71,0.87,0.85,0.74,0.45,0.55
sidekar.csv,0.0,0.0,0.0,0.83,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0
wheat.csv,0.4,0.3,0.31,0.54,0.48,0.56,0.47,0.29,0.53,0.7,0.73,0.7,0.69,0.23,0.39,0.54
wsmt.csv,0.22,0.13,0.12,0.03,0.19,0.31,0.08,0.22,0.06,0.2,0.24,0.24,0.34,0.81,0.13,0.0
