,beast-mcmc.csv,jrefactory.csv,jsecurity.csv,sidekar.csv,libopenmetaverse.csv,mobicents.csv,cuberok.csv,jbasic.csv,apertium.csv,exist.csv,wheat.csv,power-architect.csv,bigdata.csv,wsmt.csv,opendvr.csv,icescrum.csv
apertium.csv,0.36,0.54,0.68,0.42,0.4,0.47,0.0,0.43,0.51,0.73,0.8,0.34,0.45,0.39,0.0,0.4
beast-mcmc.csv,0.52,0.4,0.5,0.53,0.43,0.45,0.39,0.43,0.39,0.35,0.38,0.38,0.44,0.42,0.47,0.38
bigdata.csv,0.91,0.5,0.69,0.53,0.58,0.67,0.37,0.59,0.75,0.49,0.36,0.79,0.46,0.76,0.94,0.48
cuberok.csv,0.6,0.57,0.57,0.55,0.48,0.46,0.54,0.57,0.61,0.38,0.46,0.5,0.45,0.44,0.45,0.38
exist.csv,0.36,0.39,0.46,0.43,0.36,0.36,0.39,0.43,0.42,0.42,0.33,0.37,0.48,0.33,0.45,0.32
icescrum.csv,0.56,0.54,0.7,0.61,0.53,0.48,0.39,0.47,0.5,0.86,0.71,0.52,0.55,0.5,0.56,0.48
jbasic.csv,0.39,0.42,0.57,0.47,0.48,0.4,0.41,0.5,0.42,0.35,0.88,0.36,0.51,0.36,0.47,0.37
jrefactory.csv,0.43,0.51,0.53,0.62,0.64,0.64,0.4,0.61,0.58,0.92,0.35,0.77,0.71,0.34,0.49,0.58
jsecurity.csv,0.89,0.53,0.46,0.92,0.42,0.64,0.63,0.72,0.63,0.45,0.89,0.83,0.98,0.75,0.75,0.86
libopenmetaverse.csv,0.33,0.38,0.46,0.46,0.47,0.36,0.4,0.43,0.45,0.45,0.35,0.35,0.4,0.32,0.46,0.32
mobicents.csv,0.38,0.41,0.54,0.51,0.43,0.45,0.44,0.43,0.59,0.37,0.58,0.38,0.4,0.38,0.46,0.36
opendvr.csv,0.38,0.44,0.47,0.48,0.35,0.4,0.62,0.46,0.64,0.36,0.52,0.33,0.36,0.6,0.67,0.37
power-architect.csv,0.42,0.4,0.46,0.52,0.39,0.4,0.38,0.51,0.42,0.35,0.35,0.47,0.43,0.4,0.44,0.32
sidekar.csv,0.0,0.0,0.0,0.48,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.0
wheat.csv,0.69,0.76,0.72,0.72,0.56,0.54,0.4,0.89,0.51,0.37,0.44,0.57,0.61,0.89,0.48,0.48
wsmt.csv,0.97,0.89,0.96,0.0,0.83,0.9,0.5,0.94,0.86,0.97,0.83,0.92,0.99,0.69,0.9,0.8
