,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv,jmule.csv
fm-classic.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.0
foursquared.csv,0.05,0.2,0.0,0.98,0.11,0.04,0.49
ifmo-game-1.csv,1.0,0.0,0.0,0.44,0.22,0.0,0.08
jmule.csv,0.16,0.26,0.16,0.59,0.31,0.03,0.96
micomt.csv,0.06,0.15,0.09,0.55,0.92,0.02,0.53
voms.csv,0.08,1.0,0.0,0.07,0.0,0.0,0.15
