,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv,jmule.csv
fm-classic.csv,0.0,0.0,0.67,0.0,0.0,0.0,0.0
foursquared.csv,0.62,0.73,0.83,0.61,0.83,0.46,0.77
ifmo-game-1.csv,0.86,0.67,0.67,0.76,0.93,0.0,0.0
jmule.csv,0.52,0.53,0.5,0.3,0.4,0.37,0.46
micomt.csv,0.67,0.93,0.85,0.33,0.91,0.46,0.45
voms.csv,0.95,0.89,0.91,0.75,0.0,0.95,0.5
