,ontomorphtab.csv,delphilhlplib.csv,flexpay.csv,gabel.csv,img-browse-sort.csv,passwordsafe.csv,genoviz.csv
delphilhlplib.csv,0.31,1.0,0.22,0.38,0.46,0.35,0.6
flexpay.csv,0.63,0.81,0.91,0.25,0.62,0.75,1.0
gabel.csv,0.03,0.0,0.09,0.88,0.15,0.0,0.0
genoviz.csv,0.0,0.02,0.0,0.0,0.0,0.0,1.0
img-browse-sort.csv,0.37,0.53,0.37,0.38,0.92,0.3,0.2
ontomorphtab.csv,0.91,0.87,0.7,0.88,0.77,0.46,0.6
passwordsafe.csv,0.31,0.43,0.69,1.0,0.69,0.98,1.0
