,ontomorphtab.csv,delphilhlplib.csv,flexpay.csv,gabel.csv,img-browse-sort.csv,passwordsafe.csv,genoviz.csv
delphilhlplib.csv,0.73,0.42,0.8,0.68,0.55,0.69,0.45
flexpay.csv,0.59,0.45,0.99,0.73,0.38,0.49,0.33
gabel.csv,0.0,0.0,0.96,0.86,0.75,0.0,0.0
genoviz.csv,0.0,0.0,0.5,0.0,0.67,0.0,0.8
img-browse-sort.csv,0.57,0.5,0.71,0.65,0.83,0.96,0.56
ontomorphtab.csv,0.44,0.44,0.44,0.38,0.34,0.6,0.56
passwordsafe.csv,0.63,0.67,0.48,0.54,0.42,0.63,0.38
