,ontomorphtab.csv,delphilhlplib.csv,flexpay.csv,gabel.csv,img-browse-sort.csv,passwordsafe.csv,genoviz.csv
delphilhlplib.csv,0.48,1.0,0.2,0.18,0.34,0.42,0.22
flexpay.csv,0.58,0.77,0.95,0.06,0.31,0.45,0.19
gabel.csv,0.06,0.0,0.14,0.93,0.24,0.0,0.0
genoviz.csv,0.0,0.04,0.0,0.0,0.0,0.0,1.0
img-browse-sort.csv,0.53,0.66,0.31,0.19,0.96,0.41,0.1
ontomorphtab.csv,0.96,0.88,0.32,0.22,0.44,0.46,0.26
passwordsafe.csv,0.41,0.58,0.31,0.33,0.46,0.98,0.26
