,olap-navigator.csv,sepgsql.csv,phonon-vlc-mplayer.csv,arcallians.csv,gretl.csv,fceugc.csv,unflobtactical.csv,autat.csv,jasperreports.csv,fido.csv,passwordsafe.csv,moast.csv,biopax.csv,exl.csv,ng4j.csv,jmule.csv
arcallians.csv,0.92,0.22,0.5,0.74,0.91,0.41,0.75,0.2,0.08,0.05,0.63,0.91,0.82,0.8,0.35,0.67
autat.csv,0.92,0.06,0.72,0.8,0.93,0.5,0.83,0.38,0.11,0.03,0.77,0.73,0.88,0.83,0.46,1.0
biopax.csv,0.76,0.05,0.27,0.52,0.85,0.37,0.61,0.19,0.05,0.04,0.36,0.89,1.0,0.79,0.25,0.46
exl.csv,0.72,0.07,0.11,0.64,0.94,0.37,0.55,0.19,0.08,0.04,0.42,0.92,0.73,0.97,0.37,0.56
fceugc.csv,0.76,0.09,0.3,0.53,0.94,0.56,0.69,0.21,0.02,0.03,0.41,0.9,0.91,0.91,0.25,0.38
fido.csv,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.25,0.67,0.0,0.95,0.0,0.4,0.58
gretl.csv,0.7,0.06,0.35,0.64,0.88,0.28,0.58,0.21,0.09,0.03,0.45,0.96,0.8,0.82,0.31,0.55
jasperreports.csv,0.66,0.1,0.2,0.52,0.84,0.26,0.52,0.19,0.29,0.06,0.35,0.89,0.57,0.81,0.2,0.45
jmule.csv,0.95,0.05,0.57,0.62,0.93,0.4,0.68,0.22,0.14,0.05,0.47,0.94,0.91,0.83,0.48,0.84
moast.csv,0.61,0.05,0.32,0.52,0.83,0.0,0.57,0.16,0.06,0.04,0.34,1.0,0.79,0.69,0.25,0.42
ng4j.csv,1.0,0.07,0.46,0.74,0.9,0.67,0.81,0.2,0.12,0.12,0.57,0.93,1.0,0.91,0.53,0.8
olap-navigator.csv,0.96,0.08,0.67,0.58,0.92,0.47,0.75,0.25,0.19,0.03,0.42,0.91,0.97,0.86,0.36,0.49
passwordsafe.csv,0.93,0.05,0.57,0.68,0.91,0.36,0.71,0.19,0.05,0.07,0.64,0.92,0.94,0.8,0.47,0.0
phonon-vlc-mplayer.csv,0.97,0.05,0.68,0.8,0.93,0.5,0.77,0.16,0.13,0.08,0.59,0.95,1.0,0.87,0.45,0.8
sepgsql.csv,0.97,0.11,0.59,0.75,0.91,0.44,0.87,0.25,0.14,0.04,0.66,0.95,0.9,0.88,0.38,1.0
unflobtactical.csv,0.86,0.13,0.6,0.78,0.93,0.41,0.75,0.19,0.04,0.03,0.54,0.92,0.85,0.82,0.31,0.4
