,olap-navigator.csv,sepgsql.csv,phonon-vlc-mplayer.csv,arcallians.csv,gretl.csv,fceugc.csv,unflobtactical.csv,autat.csv,jasperreports.csv,fido.csv,passwordsafe.csv,moast.csv,biopax.csv,exl.csv,ng4j.csv,jmule.csv
arcallians.csv,0.0,2.0,10.0,0.0,0.0,2.0,1.0,2.0,33.0,16.0,0.0,1.0,1.0,0.0,12.0,1.0
autat.csv,0.0,19.0,0.0,0.0,0.0,4.0,0.0,1.0,119.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0
biopax.csv,0.0,54.0,27.0,0.0,1.0,2.0,0.0,6.0,182.0,22.0,0.0,2.0,0.0,0.0,1.0,6.0
exl.csv,0.0,10.0,9.0,0.0,0.0,3.0,3.0,5.0,32.0,11.0,5.0,0.0,1.0,0.0,1.0,5.0
fceugc.csv,0.0,7.0,8.0,0.0,0.0,0.0,2.0,5.0,164.0,19.0,1.0,1.0,0.0,0.0,1.0,6.0
fido.csv,0.0,584.0,0.0,83.0,173.0,63.0,60.0,83.0,43.0,2.0,1.0,257.0,0.0,53.0,2.0,3.0
gretl.csv,0.0,32.0,6.0,0.0,1.0,6.0,0.0,6.0,58.0,14.0,0.0,0.0,1.0,0.0,1.0,1.0
jasperreports.csv,0.0,0.0,24.0,0.0,2.0,0.0,0.0,6.0,18.0,12.0,0.0,1.0,1.0,2.0,8.0,7.0
jmule.csv,0.0,54.0,7.0,0.0,0.0,2.0,2.0,6.0,98.0,13.0,0.0,0.0,0.0,0.0,6.0,0.0
moast.csv,0.0,54.0,8.0,0.0,2.0,63.0,0.0,16.0,184.0,22.0,1.0,0.0,2.0,0.0,14.0,4.0
ng4j.csv,0.0,8.0,8.0,0.0,0.0,0.0,3.0,5.0,19.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0
olap-navigator.csv,0.0,9.0,1.0,0.0,0.0,1.0,2.0,4.0,56.0,12.0,0.0,1.0,1.0,1.0,1.0,4.0
passwordsafe.csv,0.0,49.0,9.0,0.0,0.0,7.0,0.0,5.0,110.0,10.0,0.0,1.0,0.0,0.0,1.0,52.0
phonon-vlc-mplayer.csv,0.0,49.0,8.0,0.0,0.0,2.0,0.0,1.0,63.0,5.0,0.0,0.0,0.0,0.0,7.0,1.0
sepgsql.csv,0.0,5.0,6.0,0.0,1.0,4.0,1.0,2.0,61.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
unflobtactical.csv,0.0,2.0,10.0,0.0,0.0,2.0,0.0,2.0,164.0,22.0,0.0,0.0,2.0,0.0,1.0,1.0
