,elmo.csv,xbplayer.csv,decidr.csv,tolven.csv,mscore.csv
decidr.csv,0.57,0.39,0.46,0.39,0.63
elmo.csv,0.75,0.86,0.99,0.97,0.98
mscore.csv,0.41,0.41,0.46,0.37,0.46
tolven.csv,0.58,0.75,0.88,0.62,0.89
xbplayer.csv,0.7,0.62,0.75,0.44,0.66
