,elmo.csv,xbplayer.csv,decidr.csv,tolven.csv,mscore.csv
decidr.csv,0.56,0.65,0.98,0.65,0.51
elmo.csv,0.83,0.02,0.2,0.13,0.21
mscore.csv,0.67,0.75,0.62,0.66,0.98
tolven.csv,0.0,0.02,0.3,0.87,0.07
xbplayer.csv,0.0,0.96,0.36,0.6,0.33
