,zealos.csv,openintents.csv,atomsite.csv,bullet.csv,tktoolkit.csv,pokenetonline.csv
atomsite.csv,0.53,0.78,0.68,0.64,0.7,0.53
bullet.csv,0.93,0.91,0.36,0.72,0.74,0.43
openintents.csv,0.87,0.65,0.86,0.63,0.91,0.9
pokenetonline.csv,1.0,0.87,1.0,0.9,0.83,0.72
tktoolkit.csv,1.0,0.96,0.59,0.87,0.52,0.78
zealos.csv,0.67,0.0,0.14,0.19,0.39,0.4
