,rhex.csv,kmatplot.csv,jcae.csv,applet2app.csv,mscore.csv,riff-evolve.csv,archive-crawler.csv,autowikibrowser.csv,quickfast.csv
applet2app.csv,0.32,0.45,0.21,0.55,0.54,0.67,0.49,0.61,0.69
archive-crawler.csv,0.05,0.24,0.24,0.35,0.65,0.54,0.56,0.52,0.35
autowikibrowser.csv,0.3,0.51,0.21,0.55,0.69,0.58,0.41,0.71,0.74
jcae.csv,0.0,0.35,0.53,0.47,0.44,0.43,0.51,0.58,0.35
kmatplot.csv,0.1,0.59,0.23,0.51,0.55,0.47,0.47,0.49,0.25
mscore.csv,0.28,0.36,0.19,0.53,0.74,0.67,0.46,0.67,0.66
quickfast.csv,0.25,0.35,0.2,0.53,0.74,0.5,0.46,0.61,0.81
rhex.csv,0.45,0.38,0.12,0.4,0.5,0.45,0.11,0.32,0.55
riff-evolve.csv,0.31,0.44,0.21,0.56,0.53,0.7,0.43,0.6,0.65
