,gpsmid.csv,mob-sen-plat.csv,k3d.csv,encog-cs.csv,flexpay.csv,m-a-d-n-e-s-s.csv,fido.csv,v8.csv,ninject.csv,fluent-nhibernate.csv,columba.csv,geochat.csv,uface.csv,cme.csv
cme.csv,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.03,0.0,0.0,0.0,0.06,0.0,1.0
columba.csv,0.69,0.72,0.16,0.39,0.29,0.4,0.08,0.85,0.3,0.26,0.96,0.34,0.63,0.13
encog-cs.csv,0.52,0.7,0.23,0.98,0.27,0.24,0.08,0.58,0.11,0.17,0.42,0.27,0.78,0.22
fido.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flexpay.csv,0.48,0.74,0.04,0.27,0.94,0.37,0.0,0.28,0.14,0.1,0.41,0.28,0.42,0.0
fluent-nhibernate.csv,0.21,0.0,0.17,0.03,0.17,0.06,0.0,0.03,0.0,0.97,0.06,0.0,0.23,0.0
geochat.csv,0.29,0.41,0.03,0.29,0.14,0.42,0.0,0.7,0.25,0.08,0.41,1.0,0.48,0.22
gpsmid.csv,0.97,0.2,0.21,0.45,0.3,0.46,0.05,0.71,0.23,0.38,0.36,0.41,0.57,0.07
k3d.csv,0.04,0.06,0.97,0.08,0.06,0.0,0.19,0.25,0.0,0.21,0.15,0.0,0.27,0.0
m-a-d-n-e-s-s.csv,0.21,0.11,0.21,0.29,0.16,0.96,0.0,0.39,0.07,0.14,0.19,0.1,0.3,0.17
mob-sen-plat.csv,0.36,0.98,0.31,0.28,0.25,0.26,0.06,0.43,0.11,0.09,0.27,0.24,0.69,0.12
ninject.csv,0.25,0.06,0.16,0.3,0.22,0.22,0.0,0.19,1.0,0.45,0.32,0.21,0.25,0.15
uface.csv,0.73,0.78,0.24,0.5,0.28,0.48,0.09,0.93,0.17,0.2,0.43,0.39,1.0,0.16
v8.csv,0.75,0.78,0.26,0.52,0.3,0.49,0.08,1.0,0.17,0.2,0.46,0.38,0.81,0.18
