,gpsmid.csv,mob-sen-plat.csv,k3d.csv,encog-cs.csv,flexpay.csv,m-a-d-n-e-s-s.csv,fido.csv,v8.csv,ninject.csv,fluent-nhibernate.csv,columba.csv,geochat.csv,uface.csv,cme.csv
cme.csv,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.67,0.0,0.0,0.0,0.67,0.0,0.8
columba.csv,0.42,0.38,0.45,0.71,0.49,0.42,0.53,0.4,0.8,0.6,0.65,0.47,0.47,0.44
encog-cs.csv,0.52,0.45,0.54,0.63,0.42,0.94,0.35,0.63,0.48,0.48,0.41,0.6,0.43,0.53
fido.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
flexpay.csv,0.54,0.35,0.95,0.79,0.99,0.58,0.96,0.97,0.71,0.96,0.43,0.71,0.68,0.8
fluent-nhibernate.csv,0.86,0.0,0.83,0.0,0.96,0.89,0.0,0.75,0.0,0.94,0.67,0.83,0.93,0.67
geochat.csv,0.9,0.75,0.97,0.92,0.88,0.68,0.68,0.51,0.67,0.97,0.44,0.83,0.78,0.39
gpsmid.csv,0.39,0.88,0.54,0.52,0.43,0.47,0.57,0.41,0.67,0.46,0.72,0.45,0.46,0.46
k3d.csv,0.0,0.67,0.97,0.86,0.94,0.67,0.78,0.97,0.0,0.9,0.91,0.67,0.97,0.0
m-a-d-n-e-s-s.csv,0.86,0.5,0.88,0.65,0.98,0.65,0.88,0.61,0.83,0.81,0.95,0.91,0.97,0.44
mob-sen-plat.csv,0.66,0.38,0.5,0.9,0.59,0.9,0.53,0.77,0.52,0.65,0.64,0.82,0.45,0.92
ninject.csv,0.86,0.67,0.95,0.95,0.84,0.92,0.51,0.95,0.8,0.69,0.56,0.88,0.94,0.38
uface.csv,0.35,0.39,0.37,0.58,0.37,0.46,0.35,0.47,0.39,0.45,0.41,0.37,0.38,0.52
v8.csv,0.35,0.35,0.37,0.36,0.39,0.45,0.33,0.44,0.39,0.44,0.4,0.38,0.42,0.41
