,gpsmid.csv,mob-sen-plat.csv,k3d.csv,encog-cs.csv,flexpay.csv,m-a-d-n-e-s-s.csv,fido.csv,v8.csv,ninject.csv,fluent-nhibernate.csv,columba.csv,geochat.csv,uface.csv,cme.csv
cme.csv,86.0,52.0,205.0,183.0,2.0,84.0,106.0,0.0,59.0,183.0,323.0,1.0,161.0,0.0
columba.csv,6.0,3.0,33.0,0.0,31.0,0.0,30.0,0.0,11.0,6.0,0.0,10.0,6.0,22.0
encog-cs.csv,7.0,2.0,0.0,0.0,2.0,0.0,20.0,0.0,30.0,50.0,4.0,15.0,0.0,20.0
fido.csv,86.0,52.0,205.0,183.0,513.0,84.0,0.0,217.0,59.0,183.0,323.0,127.0,161.0,56.0
flexpay.csv,6.0,6.0,15.0,7.0,0.0,2.0,106.0,0.0,22.0,20.0,4.0,9.0,11.0,56.0
fluent-nhibernate.csv,1.0,52.0,1.0,0.0,1.0,7.0,106.0,1.0,59.0,0.0,0.0,127.0,0.0,56.0
geochat.csv,0.0,2.0,5.0,1.0,37.0,7.0,106.0,0.0,2.0,30.0,3.0,0.0,0.0,15.0
gpsmid.csv,0.0,2.0,12.0,13.0,1.0,3.0,20.0,0.0,13.0,4.0,0.0,1.0,4.0,3.0
k3d.csv,0.0,2.0,0.0,2.0,5.0,84.0,5.0,1.0,59.0,14.0,0.0,127.0,0.0,56.0
m-a-d-n-e-s-s.csv,1.0,0.0,1.0,19.0,5.0,0.0,106.0,0.0,23.0,24.0,0.0,7.0,0.0,15.0
mob-sen-plat.csv,3.0,0.0,38.0,3.0,20.0,3.0,15.0,0.0,16.0,23.0,7.0,2.0,0.0,10.0
ninject.csv,0.0,2.0,3.0,2.0,1.0,5.0,106.0,0.0,0.0,9.0,4.0,1.0,0.0,5.0
uface.csv,1.0,5.0,0.0,2.0,3.0,4.0,11.0,0.0,16.0,28.0,0.0,5.0,0.0,15.0
v8.csv,4.0,5.0,63.0,16.0,2.0,3.0,21.0,0.0,29.0,35.0,4.0,16.0,0.0,19.0
