,rhex.csv,qgo.csv,firebird.csv,applet2app.csv,yield.csv,cities3d.csv,hydrogen.csv,xined.csv,lphant.csv,open-ms.csv
applet2app.csv,0.68,0.53,0.69,0.51,0.43,0.41,0.43,0.59,0.56,0.55
cities3d.csv,1.0,0.72,0.83,0.71,0.86,0.47,0.53,1.0,0.82,0.71
firebird.csv,0.64,0.57,0.53,0.5,0.51,0.62,0.4,0.84,0.85,0.59
hydrogen.csv,0.61,1.0,1.0,1.0,1.0,1.0,0.27,1.0,1.0,1.0
lphant.csv,0.5,0.46,0.61,0.55,0.63,0.43,0.37,0.66,0.37,0.63
open-ms.csv,0.61,0.5,0.69,0.7,0.81,0.71,0.57,0.58,0.78,0.66
qgo.csv,0.81,0.2,0.78,0.52,0.51,0.88,0.43,0.77,0.91,0.79
rhex.csv,0.32,0.64,0.77,0.78,0.75,0.75,0.58,0.81,0.95,0.76
xined.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.44,1.0,1.0
yield.csv,0.65,0.62,0.57,0.7,0.34,1.0,0.47,0.75,0.61,0.71
