,rhex.csv,qgo.csv,firebird.csv,applet2app.csv,yield.csv,cities3d.csv,hydrogen.csv,xined.csv,lphant.csv,open-ms.csv
applet2app.csv,0.33,0.47,0.32,0.61,0.59,0.7,0.62,0.8,0.73,0.56
cities3d.csv,0.0,0.77,0.17,0.59,0.14,0.62,0.5,0.0,0.18,0.89
firebird.csv,0.42,0.6,0.57,0.68,0.51,0.84,0.69,1.0,0.77,0.54
hydrogen.csv,0.92,1.0,1.0,1.0,1.0,0.97,0.81,0.0,1.0,1.0
lphant.csv,0.83,0.63,0.51,0.55,0.87,0.65,0.81,0.4,0.68,0.67
open-ms.csv,0.58,0.8,0.82,0.52,0.19,0.57,0.44,0.5,0.23,0.44
qgo.csv,0.92,0.87,0.87,0.74,0.63,0.89,0.75,0.8,0.91,0.89
rhex.csv,0.92,0.77,0.35,0.55,0.33,0.32,0.44,0.2,0.05,0.28
xined.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0
yield.csv,0.67,0.83,0.64,0.78,0.71,1.0,0.81,0.9,0.91,0.79
