,zealos.csv,openintents.csv,atomsite.csv,bullet.csv,tktoolkit.csv,pokenetonline.csv
atomsite.csv,0.49,0.29,0.39,0.39,0.36,0.36
bullet.csv,0.6,0.3,0.5,0.37,0.39,0.44
openintents.csv,0.56,0.5,0.44,0.66,0.58,0.35
pokenetonline.csv,0.54,0.3,0.4,0.39,0.41,0.41
tktoolkit.csv,0.54,0.27,0.42,0.38,0.81,0.34
zealos.csv,0.59,0.46,0.53,0.43,0.47,0.46
