,zealos.csv,openintents.csv,atomsite.csv,bullet.csv,tktoolkit.csv,pokenetonline.csv
atomsite.csv,0.71,0.24,0.71,0.65,0.51,0.56
bullet.csv,0.38,0.55,0.38,0.7,0.55,0.44
openintents.csv,0.17,0.64,0.26,0.53,0.64,0.66
pokenetonline.csv,0.0,0.48,0.0,0.0,0.2,0.81
tktoolkit.csv,0.0,0.0,0.53,0.6,0.48,0.29
zealos.csv,0.71,0.45,0.47,0.58,0.65,0.48
