,zealos.csv,openintents.csv,atomsite.csv,bullet.csv,tktoolkit.csv,pokenetonline.csv
atomsite.csv,0.61,0.56,0.58,0.74,0.22,0.78
bullet.csv,0.43,0.6,0.31,0.79,0.24,0.59
openintents.csv,0.47,0.62,0.45,0.63,0.26,0.82
pokenetonline.csv,0.47,0.55,0.49,0.82,0.2,0.86
tktoolkit.csv,0.47,0.56,0.43,0.87,0.37,0.78
zealos.csv,0.61,0.41,0.38,0.68,0.26,0.6
